ID,Control,Highest degree offered,,Admission rate (%),Admission yield (%),Admissions total,Applicants total,Tuition and fees 2013-14 ($),Full-time enrollment,Graduate enrollment,Part-time enrollment,Total enrollment,Undergraduate enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Geographic region,ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C0629,Private,Master's degree,,65,32,1379,2125,9404,14119,2703,2464,16583,13880,56,63,63,New England,26,30,580,670,560,650,570,670
C0630,Private,Bachelor's degree,,24,36,1832,7597,6184,1192,669,805,1997,1328,35,42,45,Great Lakes,18,24,390,520,373,530,,
C0631,Private,Doctoral degree,,55,29,1516,2734,7065,2136,506,113,2249,1743,71,81,82,Plains,15,18,370,450,360,445,360,440
C0632,Private,Bachelor's degree,,59,20,1841,3141,8128,3645,0,216,3861,3861,46,59,61,Great Lakes,19,25,450,570,460,580,,
C0633,Public,Doctoral degree,,80,38,3980,4952,31034,6435,3932,1916,8351,4419,7,24,31,Southeast,19,23,450,540,470,550,440,530
C0634,Public,Doctoral degree,,69,22,1870,2718,39084,1376,0,348,1724,1724,20,32,37,Southeast,20,24,440,550,480,580,430,530
C0635,Public,Doctoral degree,,35,14,1675,4726,29810,20044,8151,4099,24143,15992,44,57,59,Plains,,,370,440,390,470,,
C0636,Public,Bachelor's degree,,23,35,1415,6229,10347,533,0,25,558,558,68,82,84,Great Lakes,,,,,,,,
C0637,Public,Doctoral degree,,58,32,10706,18500,9239,1998,309,373,2371,2062,43,58,59,Far West,,,,,,,,
C0638,Public,Bachelor's degree,,72,26,1940,2702,43245,17109,14907,8155,25264,10357,55,68,70,Southeast,,,,,,,,
C0639,Public,Doctoral degree,,13,91,391,3006,6348,1553,774,1403,2956,2182,38,48,50,Great Lakes,18,22,410,500,420,510,,
C0640,Private,Bachelor's degree,,45,23,22526,49820,11525,2102,209,364,2466,2257,38,43,43,Mid East,19,25,460,560,490,600,440,540
C0641,Private,Master's degree,,66,39,7108,10804,39794,3303,1651,1239,4542,2891,78,90,91,Far West,18,23,370,530,430,560,,
C0642,Private,Bachelor's degree,,85,43,2136,2520,21100,1754,329,269,2023,1694,30,51,57,Southwest,23,28,520,630,510,610,500,620
C0643,Public,Doctoral degree,,68,10,3241,4762,6287,495,654,389,884,230,59,62,63,Rocky Mountains,19,24,430,530,440,540,410,520
C0644,Private,Master's degree,,64,63,6999,10929,9080,8548,698,965,9513,8815,28,39,46,Mid East,16,21,390,490,420,518,,
C0645,Private,Doctoral degree,,79,45,459,582,30950,1440,0,307,1747,1747,35,52,56,Mid East,20,24,470,570,450,560,,
C0646,Private,Bachelor's degree,,39,23,2722,6989,35204,20668,6176,7924,28592,22416,41,54,58,Southeast,21,26,480,600,470,590,460,560
C0647,Private,Master's degree,,77,13,10539,13735,31604,1970,932,1166,3136,2204,38,41,41,Great Lakes,18,25,410,540,430,470,390,590
C0648,Private,Doctoral degree,,66,22,3911,5930,22455,3126,961,291,3417,2456,22,39,46,Rocky Mountains,20,24,,,,,,
C0649,Private,Doctoral degree,,77,40,1128,1457,33852,6006,1164,1394,7400,6236,9,32,42,Great Lakes,18,22,380,470,410,470,340,450
C0650,Private,Doctoral degree,,54,29,380,700,10286,3033,863,5477,8510,7647,31,55,61,Plains,,,,,,,,
C0651,Public,Master's degree,,64,41,1969,3066,34850,1200,134,342,1542,1408,47,54,55,Southeast,18,25,370,490,410,520,370,490
C0652,Public,Doctoral degree,,,,,,14868,1428,85,201,1629,1544,30,40,45,Rocky Mountains,20,24,470,570,460,560,460,560
C0653,Public,Master's degree,,49,29,619,1253,24660,2035,5,1765,3800,3795,47,60,62,Mid East,21,27,490,600,490,610,,
C0654,Private,Master's degree,,72,20,1220,1704,7200,9375,1278,4525,13900,12622,55,65,66,New England,22,26,,,,,,
C0655,Private,Master's degree,,7,66,2043,28977,24040,524,0,156,680,680,,,,Mid East,19,25,460,570,470,580,460,570
C0656,Public,Doctoral degree,,82,43,3760,4576,25126,10233,5478,2585,12818,7340,14,25,29,New England,,,,,,,,
C0657,Public,Doctoral degree,,73,35,591,814,6579,3358,483,3029,6387,5904,29,52,58,Southeast,18,24,430,540,430,540,,
C0658,Private,Master's degree,,54,30,25772,47552,29959,2063,197,2115,4178,3981,19,47,54,Southwest,19,24,450,550,450,580,430,530
C0659,Public,Doctoral degree,,78,19,2094,2675,,1017,356,382,1399,1043,78,84,84,New England,16,18,335,500,370,485,325,545
C0660,Public,Doctoral degree,,76,43,694,908,39120,5260,471,1374,6634,6163,54,64,65,Mid East,29,33,600,720,670,760,620,710
C0661,Public,Master's degree,,18,42,1147,6222,7466,227,322,95,322,0,48,53,54,Plains,,,,,,,,
C0662,Private,Doctoral degree,,93,31,6565,7091,9950,1018,0,8,1026,1026,8,35,42,Great Lakes,,,,,,,,
C0663,Public,Doctoral degree,,84,42,486,577,25468,27172,5555,3306,30478,24923,29,52,60,Mid East,20,25,460,560,470,570,430,550
C0664,Private,Bachelor's degree,,69,22,1737,2533,7149,386,0,247,633,633,12,25,29,Southeast,19,26,390,520,420,580,380,510
C0665,Public,Doctoral degree,,47,51,12618,27107,6863,1655,147,220,1875,1728,28,32,32,Southeast,21,23,460,570,450,580,450,560
C0666,Private,Bachelor's degree,,60,39,5961,9932,23650,1257,18,972,2229,2211,13,26,31,New England,21,27,450,550,460,585,,
C0667,Private,Doctoral degree,,65,33,698,1073,34480,2087,746,137,2224,1478,27,44,49,Southeast,,,,,,,,
C0668,Private,Master's degree,,36,29,1734,4837,6438,712,0,33,745,745,19,31,37,Great Lakes,19,23,392,560,450,537,,
C0669,Private,Bachelor's degree,,,,,,39220,3609,904,661,4270,3366,53,60,62,Southeast,32,34,660,750,680,770,,
C0670,Public,Master's degree,,36,54,960,2664,30700,2538,534,781,3319,2785,53,60,61,Plains,30,34,670,780,680,780,680,790
C0671,Private,Master's degree,,73,22,3134,4322,13348,8332,1162,3435,11767,10605,13,35,46,Southwest,26,30,560,660,580,670,570,670
C0672,Private,Master's degree,,65,44,7254,11191,20000,747,0,119,866,866,42,62,63,Southeast,,,,,,,,
C0673,Private,Master's degree,,54,48,500,934,43656,1667,400,562,2229,1829,43,61,67,Plains,30,34,650,740,670,770,660,750
C0674,Private,Master's degree,,78,21,4314,5537,6639,3695,585,3038,6733,6148,1,2,3,Southwest,18,22,440,550,440,550,428,550
C0675,Private,Master's degree,,25,30,4813,18884,13380,7071,1887,821,7892,6005,19,35,42,Plains,,,,,,,,
C0676,Private,Master's degree,,80,15,8000,9978,28190,28046,5365,849,28895,23530,30,44,47,Great Lakes,28,31,590,680,630,720,590,690
C0677,Public,Bachelor's degree,,58,26,523,908,44902,663,17,19,682,665,62,67,69,Mid East,22,27,490,590,500,600,480,600
C0678,Public,Master's degree,,84,37,4419,5230,9456,3632,2435,3048,6680,4245,70,73,73,Great Lakes,21,27,470,590,510,640,460,580
C0679,Private,Doctoral degree,,64,26,1052,1639,45018,2872,17,39,2911,2894,67,74,75,Great Lakes,17,23,400,510,410,530,370,480
C0680,Private,Doctoral degree,,57,14,8472,14742,32445,1840,0,8,1848,1848,4,42,42,Great Lakes,,,480,590,490,590,470,580
C0681,Private,Doctoral degree,,69,57,159,229,6624,4120,1756,1019,5139,3383,84,87,87,Great Lakes,,,500,590,520,600,490,590
C0682,Public,Master's degree,,73,28,15149,20765,6107,2567,838,987,3554,2716,45,50,53,New England,,,,,,,,
C0683,Private,Master's degree,,47,12,17055,36189,8100,32,43,93,125,82,65,68,68,New England,17,20,420,480,400,470,,
C0684,Public,Master's degree,,68,29,1136,1670,4558,21943,4281,6680,28623,24342,48,57,58,Plains,19,23,450,540,470,550,,
C0685,Public,Doctoral degree,,,,,,10466,3389,702,852,4241,3539,46,54,54,New England,18,23,420,520,440,540,,
C0686,Public,Doctoral degree,,,,,,5818,6074,0,2088,8162,8162,15,31,38,Far West,,,,,,,,
C0687,Public,Doctoral degree,,64,37,12016,18813,17576,1612,154,143,1755,1601,17,37,41,Great Lakes,19,24,430,540,430,560,,
C0688,Public,Doctoral degree,,31,25,16956,55019,8506,557,0,147,704,704,48,64,66,Southwest,,,,,,,,
C0689,Public,Master's degree,,48,36,2289,4784,4528,3671,63,116,3787,3724,76,80,81,Plains,17,23,420,520,450,540,400,500
C0690,Public,Master's degree,,54,15,3382,6207,38110,30423,4539,7887,38310,33771,57,61,62,Great Lakes,22,27,490,610,540,640,,
C0691,Private,Bachelor's degree,,78,27,4409,5621,6343,322,0,0,322,322,53,64,66,Great Lakes,21,26,470,570,530,610,,
C0692,Private,Master's degree,,66,41,1861,2799,5950,2423,807,970,3393,2586,8,13,16,New England,16,20,390,491,410,520,,
C0693,Private,Doctoral degree,,68,28,470,689,34424,1277,54,558,1835,1781,36,61,67,Southeast,18,23,390,510,430,510,380,470
C0694,Private,Doctoral degree,,86,46,4083,4721,7126,1723,1395,3622,5345,3950,78,81,82,Southeast,20,25,440,560,450,570,440,560
C0695,Private,Doctoral degree,,74,16,7567,10169,42292,7513,989,2389,9902,8913,19,35,40,Mid East,20,24,450,550,430,540,430,540
C0696,Private,Master's degree,,83,39,13648,16539,5846,1904,673,493,2397,1724,76,78,78,Great Lakes,17,21,,,,,,
C0697,Public,Master's degree,,89,12,4711,5274,45358,1452,381,735,2187,1806,16,38,46,Great Lakes,,,,,,,,
C0698,Public,Doctoral degree,,64,41,553,870,6207,1252,456,388,1640,1184,18,30,34,Southeast,17,22,370,420,420,480,,
C0699,Private,Doctoral degree,,78,21,13963,17938,7140,10334,4257,10239,20573,16316,5,6,9,Mid East,21,26,460,570,470,580,450,550
C0700,Private,Doctoral degree,,67,16,2118,3174,16480,9387,2484,2637,12024,9540,,,,Great Lakes,18,23,,,,,,
C0701,Private,Bachelor's degree,,,,,,7784,851,0,111,962,962,45,54,54,Southeast,19,24,430,540,460,550,420,520
C0702,Private,Bachelor's degree,,91,23,944,1038,9364,1853,20,126,1979,1959,65,74,75,Far West,20,24,,,,,,
C0703,Private,Doctoral degree,,59,31,4141,7016,,1138,178,321,1459,1281,27,48,55,Great Lakes,19,25,470,560,480,570,470,560
C0704,Private,Bachelor's degree,,37,18,185,494,34644,2106,225,968,3074,2849,7,19,29,Far West,19,24,430,630,480,580,440,600
C0705,Public,Master's degree,,44,22,1213,2771,9804,4746,1422,1518,6264,4842,54,72,75,Southwest,25,30,530,630,530,640,520,630
C0706,Private,Master's degree,,68,25,3257,4764,23300,1434,13,10,1444,1431,91,93,93,Rocky Mountains,22,28,,,,,,
C0707,Public,Master's degree,,,,,,43554,1350,0,1820,3170,3170,25,33,40,Great Lakes,19,26,440,550,450,570,430,550
C0708,Public,Doctoral degree,,81,15,7305,9021,37400,1534,0,20,1554,1554,22,35,39,Southeast,20,24,450,550,418,563,,
C0709,Public,Doctoral degree,,73,67,141,193,12550,5107,1970,1194,6301,4331,14,27,33,Great Lakes,17,23,,,,,,
C0710,Public,Master's degree,,71,19,2779,3912,25736,565,11,171,736,725,62,68,69,Great Lakes,21,26,490,600,510,640,,
C0711,Private,Master's degree,,72,28,27300,37826,21200,1471,0,820,2291,2291,90,93,94,Southwest,,,,,,,,
C0712,Public,Bachelor's degree,,85,22,1054,1238,27920,13858,3321,4216,18074,14753,38,64,69,Southeast,20,25,450,590,470,580,440,560
C0713,Private,Doctoral degree,,59,27,670,1139,6500,1295,0,20,1315,1315,41,66,70,Mid East,18,22,430,550,430,560,430,510
C0714,Public,Master's degree,,37,26,2134,5725,18640,5612,327,613,6225,5898,52,68,71,Plains,20,25,470,610,470,680,,
C0715,Private,Master's degree,,65,35,836,1285,29732,718,0,545,1263,1263,33,51,56,Plains,23,28,420,580,550,690,460,580
C0716,Private,Doctoral degree,,,,,,46285,20627,6307,6665,27292,20985,16,31,34,Southeast,20,26,470,620,450,600,460,580
C0717,Private,Bachelor's degree,,26,40,1215,4745,8100,10447,1631,6318,16765,15134,11,30,38,New England,19,25,470,510,420,530,,
C0718,Private,Master's degree,,71,37,564,791,7343,7850,2105,526,8376,6271,44,49,50,Southeast,20,24,,,,,,
C0719,Private,Master's degree,,79,34,1334,1689,32256,5015,238,837,5852,5614,54,57,57,Southeast,16,21,390,490,390,500,380,490
C0720,Public,Master's degree,,47,19,902,1901,,2530,3293,3163,5693,2400,22,38,43,New England,22,27,490,590,500,590,480,580
C0721,Private,Master's degree,,96,37,10204,10575,18770,2661,357,608,3269,2912,27,43,50,Far West,18,23,430,550,450,550,420,520
C0722,Public,Doctoral degree,,30,40,2345,7947,8920,42490,16710,7388,49878,33168,,,,Great Lakes,18,24,430,530,420,520,410,520
C0723,Private,Master's degree,,37,9,1519,4100,46298,10081,2326,4323,14404,12078,24,30,30,Southeast,19,24,,,,,,
C0724,Public,Doctoral degree,,49,25,1404,2893,,404,80,15,419,339,81,85,86,Mid East,25,30,550,670,570,670,,
C0725,Public,Master's degree,,86,17,3632,4231,18900,3220,586,823,4043,3457,21,39,45,Southeast,17,23,438,493,455,505,428,443
C0726,Private,Doctoral degree,,68,20,2066,3030,9313,10061,3408,6943,17004,13596,,,,Great Lakes,21,26,410,610,460,560,,
C0727,Private,Master's degree,,69,40,527,762,21150,4820,1810,1418,6238,4428,42,49,54,Mid East,20,25,460,510,470,590,460,560
C0728,Public,Master's degree,,83,31,4962,5949,7530,1261,1134,875,2136,1002,28,43,47,New England,,,,,,,,
C0729,Private,Master's degree,,84,12,4542,5392,7181,4756,3012,1969,6725,3713,63,68,70,Mid East,15,20,390,460,390,480,340,442
C0730,Public,Doctoral degree,,,,,,6775,4283,1177,4883,9166,7989,22,35,38,Great Lakes,19,26,,,440,570,440,570
C0731,Public,Doctoral degree,,53,88,761,1443,7033,920,93,226,1146,1053,40,43,43,Southeast,25,29,520,650,550,680,530,630
C0732,Public,Bachelor's degree,,83,56,785,945,46509,4824,2616,5775,10599,7983,55,61,62,Far West,,,,,,,,
C0733,Private,Master's degree,,82,32,1711,2088,7676,19511,2765,3549,23060,20295,40,59,62,Far West,28,32,620,730,620,710,650,740
C0734,Private,Bachelor's degree,,74,40,671,904,7140,1351,0,68,1419,1419,62,74,76,Mid East,18,25,450,580,460,580,460,550
C0735,Private,Doctoral degree,,79,24,3486,4432,17014,5458,412,593,6051,5639,65,74,75,Far West,21,26,430,515,450,535,425,490
C0736,Private,Doctoral degree,,91,29,1010,1116,23900,1043,0,1318,2361,2361,82,88,90,Great Lakes,,,,,,,,
C0737,Private,Doctoral degree,,,,,,5241,1311,13,10,1321,1308,14,32,37,Southeast,19,25,420,620,430,520,,
C0738,Private,Doctoral degree,,77,36,718,930,23460,1809,533,395,2204,1671,52,74,77,Southeast,,,,,,,,
C0739,Public,Doctoral degree,,8,75,247,3193,5250,24390,10757,4737,29127,18370,0,0,0,Mid East,17,22,390,510,445,505,,
C0740,Public,Master's degree,,69,18,3379,4864,20595,9676,1377,1998,11674,10297,42,60,62,Rocky Mountains,25,29,540,627,560,640,,
C0741,Public,Bachelor's degree,,65,35,1424,2190,5932,19959,5413,6114,26073,20660,63,69,70,Great Lakes,20,25,,,,,,
C0742,Public,Doctoral degree,,47,41,191,408,34744,64,0,385,449,449,6,11,16,New England,24,29,520,650,580,680,490,615
C0743,Private,Doctoral degree,,70,37,5289,7602,16180,943,0,235,1178,1178,82,90,93,Rocky Mountains,,,460,590,530,640,,
C0744,Private,Bachelor's degree,,31,31,3882,12589,31368,188,0,2,190,190,38,62,67,Southeast,26,31,590,710,590,710,580,690
C0745,Public,Master's degree,,67,28,1135,1689,23000,5415,1871,5406,10821,8950,28,37,38,Great Lakes,20,25,440,550,460,580,420,530
C0746,Private,Bachelor's degree,,60,34,18779,31083,8412,9521,1066,1597,11118,10052,53,61,62,Mid East,16,21,440,530,440,550,420,520
C0747,Private,Master's degree,,68,52,4098,5990,12776,1471,690,786,2257,1567,,,,Mid East,20,24,450,550,450,560,,
C0748,Private,Doctoral degree,,68,28,1087,1597,10920,1315,1179,1761,3076,1897,25,42,46,Southwest,22,28,505,635,510,605,,
C0749,Private,Master's degree,,35,30,1395,3979,25396,1393,23,136,1529,1506,48,57,58,Great Lakes,21,27,480,580,530,630,470,560
C0750,Private,Doctoral degree,,63,15,2462,3936,23500,2980,840,648,3628,2788,83,85,86,Mid East,18,23,410,460,430,500,380,480
C0751,Private,Doctoral degree,,48,16,2640,5481,33720,1332,471,670,2002,1531,10,28,36,Rocky Mountains,24,29,540,620,540,640,520,620
C0752,Private,Doctoral degree,,77,39,3678,4788,35518,2683,1853,1320,4003,2150,21,38,42,Great Lakes,23,27,500,620,510,610,480,600
C0753,Private,Doctoral degree,,30,22,9140,30758,26632,2128,0,1333,3461,3461,73,76,80,Mid East,24,28,520,620,530,630,,
C0754,Private,Master's degree,,44,43,794,1819,38526,9616,519,1307,10923,10404,21,37,43,Rocky Mountains,23,28,500,640,510,649,,
C0755,Public,Doctoral degree,,72,30,929,1299,32454,6450,761,810,7260,6499,42,51,53,Mid East,,,,,,,,
C0756,Public,Doctoral degree,,82,14,4881,5988,25740,858,346,306,1164,818,76,88,90,Southeast,,,,,,,,
C0757,Public,Doctoral degree,,77,39,604,782,10105,1220,16,3,1223,1207,0,0,0,Southeast,32,35,720,800,720,790,700,780
C0758,Private,Doctoral degree,,14,41,947,6615,10784,1612,301,373,1985,1684,36,57,63,Great Lakes,20,25,435,555,460,595,,
C0759,Public,Doctoral degree,,,,,,40296,1441,471,557,1998,1527,70,73,74,Great Lakes,17,23,450,590,450,570,,
C0760,Public,Doctoral degree,,57,23,1267,2237,24080,1687,914,719,2406,1492,58,63,64,Southeast,22,28,490,600,510,610,,
C0761,Private,Doctoral degree,,33,18,2377,7142,7343,1469,304,113,1582,1278,25,44,50,Plains,26,31,560,660,590,680,490,610
C0762,Public,Master's degree,,64,22,2697,4207,33110,1333,100,143,1476,1376,57,61,61,Mid East,18,24,480,550,440,560,430,540
C0763,Private,Master's degree,,81,54,379,470,35730,5251,4550,4471,9722,5172,7,22,36,Southeast,19,24,400,465,423,528,410,498
C0764,Public,Doctoral degree,,81,14,4841,6001,24090,817,22,97,914,892,18,30,34,Great Lakes,21,25,490,590,490,570,470,560
C0765,Public,Doctoral degree,,65,23,2609,4044,5745,2668,863,930,3598,2735,6,9,14,Great Lakes,24,30,520,620,540,650,510,620
C0766,Public,Doctoral degree,,63,55,292,464,8878,1852,1133,980,2832,1699,55,67,68,Far West,,,,,,,,
C0767,Private,Doctoral degree,,76,26,2278,2998,31880,826,249,267,1093,844,3,9,14,Far West,,,450,570,460,560,430,540
C0768,Private,Doctoral degree,,56,14,2498,4430,5598,16006,8144,5187,21193,13049,50,58,60,Far West,18,22,430,520,440,530,,
C0769,Private,Doctoral degree,,86,45,7699,8944,43573,2938,0,574,3512,3512,47,63,65,Southeast,18,22,,,,,,
C0770,Private,Doctoral degree,,51,45,303,590,5086,3871,780,1071,4942,4162,41,50,50,Far West,23,27,540,610,520,620,520,620
C0771,Public,Doctoral degree,,47,32,1657,3498,10726,1014,214,211,1225,1011,77,81,82,Southeast,18,27,460,540,500,590,,
C0772,Public,Master's degree,,64,30,14394,22648,9065,543,0,57,600,600,51,67,69,New England,19,25,420,520,440,530,,
C0773,Public,Master's degree,,56,16,3704,6560,8100,3657,206,710,4367,4161,1,5,5,Southwest,21,25,470,590,490,620,,
C0774,Public,Doctoral degree,,76,34,1569,2077,26306,11,281,270,281,0,35,49,51,Southeast,18,22,400,510,400,520,,
C0775,Public,Master's degree,,64,26,4918,7663,4723,2315,739,595,2910,2171,,,,Great Lakes,27,31,570,670,630,720,550,650
C0776,Public,Master's degree,,74,24,1650,2227,13486,1645,0,9,1654,1654,58,74,77,Southeast,21,25,470,580,470,600,,
C0777,Public,Doctoral degree,,,,,,31612,24196,5416,7082,31278,25862,54,70,73,Southeast,19,23,430,540,420,520,420,520
C0778,Public,Doctoral degree,,68,21,651,960,37816,1367,1096,1001,2368,1272,5,22,28,Southwest,20,24,440,550,490,600,,
C0779,Public,Doctoral degree,,51,17,7344,14339,38030,4893,1411,765,5658,4247,28,36,49,Plains,20,24,,,,,,
C0780,Public,Bachelor's degree,,64,52,886,1379,26340,1187,0,0,1187,1187,26,35,40,Southeast,21,27,460,600,530,670,490,620
C0781,Private,Master's degree,,66,49,265,401,16496,18995,1549,3506,22501,20952,87,93,94,Far West,24,29,540,640,530,630,,
C0782,Public,Master's degree,,75,23,1943,2576,7206,973,29,286,1259,1230,38,63,68,Mid East,,,,,,,,
C0783,Private,Master's degree,,35,48,717,2057,,3828,1315,216,4044,2729,33,46,47,Far West,24,29,490,600,530,630,500,590
C0784,Private,Doctoral degree,,37,21,7045,19032,10600,548,238,339,887,649,0,79,83,Mid East,18,22,440,530,450,550,430,520
C0785,Private,Doctoral degree,,65,26,16467,25458,11960,3832,2472,2298,6130,3658,31,55,78,Southeast,,,,,,,,
C0786,Private,Doctoral degree,,90,32,8476,9367,32310,2682,826,737,3419,2593,21,41,43,Southeast,,,380,460,370,450,,
C0787,Private,Bachelor's degree,,87,44,1209,1385,31250,864,29,42,906,877,11,25,30,Far West,22,27,,,,,,
C0788,Private,Master's degree,,97,51,1413,1455,4605,2433,153,197,2630,2477,58,67,67,Mid East,20,26,480,590,480,590,460,570
C0789,Private,Master's degree,,76,33,772,1021,10816,744,210,71,815,605,43,48,49,Southeast,20,25,480,560,490,580,470,570
C0790,Private,Bachelor's degree,,59,45,524,887,47514,3350,1028,637,3987,2959,7,9,11,New England,18,23,410,520,410,510,400,490
C0791,Private,Doctoral degree,,89,27,816,914,6318,562,0,30,592,592,44,52,55,Great Lakes,19,22,440,570,430,550,425,530
C0792,Private,Master's degree,,30,27,998,3336,5606,3276,167,178,3454,3287,54,70,72,New England,19,24,455,570,440,545,455,540
C0793,Private,Master's degree,,93,85,4311,4620,25690,38767,17077,12759,51526,34449,57,80,82,Mid East,19,25,,,,,,
C0794,Private,Doctoral degree,,67,23,3673,5461,5460,19853,3242,4624,24477,21235,39,53,56,Great Lakes,14,21,400,490,420,500,,
C0795,Private,Master's degree,,88,39,2240,2560,22150,2520,444,124,2644,2200,21,35,39,Mid East,22,27,490,620,470,610,,
C0796,Private,Master's degree,,74,59,3983,5404,28000,3716,2224,1396,5112,2888,44,51,52,Mid East,23,27,530,660,480,590,520,610
C0797,Private,Doctoral degree,,78,33,6088,7774,5732,1117,28,194,1311,1283,9,25,33,Far West,17,22,430,530,430,520,410,500
C0798,Public,Master's degree,,76,21,1989,2624,14730,1725,256,297,2022,1766,,,,Mid East,30,34,670,760,680,770,670,760
C0799,Public,Master's degree,,56,26,13959,24871,35972,9203,2539,3310,12513,9974,54,68,70,Southeast,25,30,540,660,560,660,520,630
C0800,Public,Master's degree,,37,22,4373,11682,44068,2403,450,4514,6917,6467,23,34,36,Mid East,18,22,400,510,420,520,,
C0801,Public,Doctoral degree,,74,34,198,268,,3044,0,1971,5015,5015,0,0,0,Plains,20,26,465,550,455,590,,
C0802,Public,Doctoral degree,,92,72,201,218,5564,2989,877,775,3764,2887,31,41,43,New England,19,24,440,550,450,560,430,530
C0803,Public,Doctoral degree,,96,40,9437,9839,17125,651,709,80,731,22,35,47,48,New England,18,22,430,520,430,520,,
C0804,Public,Master's degree,,51,27,877,1706,25830,3002,1280,2845,5847,4567,17,29,30,Great Lakes,17,23,430,550,410,530,420,530
C0805,Public,Master's degree,,61,40,1654,2720,26170,1323,0,64,1387,1387,20,40,45,Great Lakes,31,34,680,760,670,770,680,770
C0806,Public,Bachelor's degree,,59,39,2302,3872,31132,691,0,915,1606,1606,61,69,70,Southeast,20,27,460,600,460,600,450,570
C0807,Public,Bachelor's degree,,45,24,1032,2299,12564,2635,1332,1617,4252,2920,6,19,26,Plains,18,25,410,530,410,520,390,510
C0808,Public,Master's degree,,54,15,7173,13282,9020,3081,0,44,3125,3125,15,30,37,Southwest,,,,,,,,
C0809,Public,Master's degree,,50,42,10353,20700,6410,981,18,47,1028,1010,86,93,94,Far West,,,430,520,440,540,430,530
C0810,Private,Doctoral degree,,,,,,43250,2235,535,707,2942,2407,39,56,61,Far West,,,400,470,430,510,,
C0811,Private,Doctoral degree,,49,48,376,771,6838,2001,0,8,2009,2009,27,38,41,Plains,,,370,460,360,460,,
C0812,Private,Doctoral degree,,62,38,1098,1762,6550,3403,1690,1177,4580,2890,32,51,54,Great Lakes,17,22,410,510,410,510,420,530
C0813,Private,Doctoral degree,,41,29,2965,7304,31760,2937,427,96,3033,2606,30,51,57,Mid East,22,26,460,590,490,620,410,570
C0814,Private,Master's degree,,62,21,18843,30391,23594,14385,4257,7095,21480,17223,56,81,86,Southeast,19,25,420,545,455,570,420,540
C0815,Public,Master's degree,,47,56,376,795,13499,1044,0,37,1081,1081,74,78,78,Great Lakes,,,,,,,,
C0816,Private,Doctoral degree,,42,21,23956,56515,19790,652,157,573,1225,1068,16,25,26,Southeast,19,25,430,550,440,560,,
C0817,Private,Bachelor's degree,,,,,,15130,2746,29,2231,4977,4948,46,65,70,Great Lakes,16,21,390,490,400,510,390,480
C0818,Private,Bachelor's degree,,42,18,1225,2933,21100,1993,211,411,2404,2193,,,,Great Lakes,18,27,400,500,410,500,400,500
C0819,Private,Master's degree,,99,27,1345,1354,9192,2583,86,405,2988,2902,67,71,72,Southeast,17,23,410,510,430,520,410,500
C0820,Private,Master's degree,,51,39,1342,2620,25580,923,42,74,997,955,59,74,77,Southeast,20,25,,,480,640,460,580
C0821,Private,Doctoral degree,,68,44,847,1245,8899,2195,472,1325,3520,3048,15,23,23,Southeast,19,28,430,550,450,570,420,530
C0822,Private,Master's degree,,36,18,5529,15337,46040,969,0,12,981,981,10,22,27,Southeast,,,,,,,,
C0823,Private,Master's degree,,98,20,317,325,45650,13662,3033,2725,16387,13354,47,59,61,Great Lakes,19,23,,,,,,
C0824,Private,Doctoral degree,,63,37,812,1279,12494,1946,139,860,2806,2667,,,,Great Lakes,16,20,420,515,420,520,,
C0825,Private,Master's degree,,99,61,573,581,45320,6537,710,573,7110,6400,43,61,68,Southeast,,,,,,,,
C0826,Private,Master's degree,,,,,,34070,3279,1475,589,3868,2393,60,62,62,Mid East,,,,,,,,
C0827,Private,Doctoral degree,,93,28,3790,4072,44805,4041,321,691,4732,4411,21,37,43,Far West,20,26,,,,,,
C0828,Private,Doctoral degree,,84,35,764,914,10262,1206,569,972,2178,1609,51,65,67,Plains,19,23,420,500,420,530,410,492
C0829,Private,Master's degree,,,,,,6353,11961,7066,6607,18568,11502,74,79,79,Far West,17,23,420,520,430,540,410,500
C0830,Private,Master's degree,,84,31,6437,7646,4911,21093,5065,3771,24864,19799,37,50,52,Mid East,25,29,530,630,560,670,540,640
C0831,Private,Doctoral degree,,75,37,1022,1355,29090,523,0,20,543,543,15,34,43,Mid East,31,34,690,760,690,780,690,780
C0832,Private,Master's degree,,,,,,8722,1909,609,900,2809,2200,53,58,59,Great Lakes,18,23,430,530,430,530,400,500
C0833,Private,Bachelor's degree,,,,,,13271,2316,710,878,3194,2484,14,28,33,Great Lakes,23,28,540,640,530,630,510,610
C0834,Private,Doctoral degree,,49,16,1152,2335,43164,4362,817,2187,6549,5732,15,27,33,Mid East,,,,,,,,
C0835,Private,Doctoral degree,,76,23,584,773,14772,2954,534,164,3118,2584,,,,Mid East,17,22,433,538,420,528,423,530
C0836,Private,Doctoral degree,,69,47,21803,31387,12864,17864,2523,2408,20272,17749,27,41,42,Plains,20,24,450,550,470,570,440,540
C0837,Private,Master's degree,,76,31,929,1221,29144,1705,1218,893,2598,1380,31,47,51,Mid East,18,23,430,590,470,670,430,620
