ID,Control,Highest degree offered,,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),Tuition and fees 2013-14 ($),Geographic region,Total enrollment,Admission rate (%),Receiving financial aid (%),ACT Composite score (25th percentile) ,ACT Composite score (75th percentile),SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile) ,SAT Writing score (75th percentile)
C0828,Private,Doctoral degree,,51,65,67,10262,Plains,2178,84,94,19,23,420,500,420,530,410,492
C0829,Private,Master's degree,,74,79,79,6353,Far West,18568,,94,17,23,420,520,430,540,410,500
C0830,Private,Master's degree,,37,50,52,4911,Mid East,24864,84,58,25,29,530,630,560,670,540,640
C0831,Private,Doctoral degree,,15,34,43,29090,Mid East,543,75,100,31,34,690,760,690,780,690,780
C0832,Private,Master's degree,,53,58,59,8722,Great Lakes,2809,,93,18,23,430,530,430,530,400,500
C0833,Private,Bachelor's degree,,14,28,33,13271,Great Lakes,3194,,62,23,28,540,640,530,630,510,610
C0834,Private,Doctoral degree,,15,27,33,43164,Mid East,6549,49,86,,,,,,,,
C0835,Private,Doctoral degree,,,,,14772,Mid East,3118,76,100,17,22,433,538,420,528,423,530
C0836,Private,Doctoral degree,,27,41,42,12864,Plains,20272,69,69,20,24,450,550,470,570,440,540
C0837,Private,Master's degree,,31,47,51,29144,Mid East,2598,76,100,18,23,430,590,470,670,430,620
C0838,Private,Master's degree,,19,35,45,10068,Southeast,9422,62,77,,,,,,,,
C0839,Private,Doctoral degree,,22,29,29,26460,New England,3180,74,99,19,23,430,510,450,540,,
C0840,Private,Master's degree,,6,17,22,4990,Southeast,410,61,82,18,22,410,545,380,475,,
C0841,Private,Doctoral degree,,,,,5714,Southeast,1368,43,96,,,,,,,,
C0842,Private,Doctoral degree,,54,62,63,34670,Mid East,3711,57,99,21,26,480,590,450,560,470,590
C0843,Private,Doctoral degree,,46,54,56,8060,Far West,2177,52,87,,,,,,,,
C0844,Private,Doctoral degree,,39,57,57,42778,Mid East,4686,78,98,18,23,430,540,450,550,,
C0845,Private,Doctoral degree,,17,36,43,8100,New England,8307,,95,24,29,520,640,520,640,510,610
C0846,Private,Doctoral degree,,16,42,48,27922,Southwest,4221,38,100,16,22,390,500,380,510,,
C0847,Private,Bachelor's degree,,32,44,49,7873,New England,8442,81,93,19,25,413,565,433,530,,
C0848,Private,Doctoral degree,,,,,7125,Plains,10325,45,68,19,24,440,540,450,550,,
C0849,Private,Doctoral degree,,10,23,30,27916,Southwest,4427,74,98,19,25,432,550,515,595,400,570
C0850,Private,Master's degree,,48,62,64,43910,Great Lakes,4220,49,100,20,25,440,540,540,580,,
C0851,Private,Doctoral degree,,33,48,48,44530,Rocky Mountains,4341,81,100,22,29,480,590,550,660,470,590
C0852,Private,Doctoral degree,,88,91,93,8525,Plains,6365,63,97,23,27,470,610,510,610,,
C0853,Private,Doctoral degree,,24,40,45,6188,New England,20006,,92,,,,,,,,
C0854,Private,Master's degree,,49,64,68,22950,Great Lakes,4028,70,99,29,33,660,760,650,750,670,760
C0855,Private,Master's degree,,17,23,26,18454,Plains,1860,55,99,,,470,570,480,600,450,560
C0856,Private,Master's degree,,37,54,57,24770,Far West,1309,,100,17,23,430,520,430,530,410,510
C0857,Private,Master's degree,,61,65,66,10700,Great Lakes,344,64,99,22,27,510,620,510,630,,
C0858,Private,Master's degree,,27,45,48,14240,New England,2205,,83,,,,,,,,
C0859,Private,Master's degree,,54,68,70,43683,New England,833,75,66,,,,,,,,
C0860,Private,Master's degree,,25,39,44,6143,Great Lakes,3056,96,73,,,,,,,,
C0861,Private,Master's degree,,28,38,39,32613,Far West,1846,78,99,,,,,,,,
C0862,Private,Master's degree,,6,17,26,34950,Southeast,80,56,92,19,25,500,630,460,570,,
C0863,Private,Doctoral degree,,30,53,59,44841,Mid East,5732,83,55,19,25,432,532,450,565,425,513
C0864,Private,Doctoral degree,,8,23,29,22000,Mid East,1540,71,100,29,33,660,750,680,770,660,750
C0865,Public,Bachelor's degree,,61,65,66,34600,Plains,1813,49,98,22,27,480,610,500,630,,
C0866,Public,Bachelor's degree,,28,43,45,8745,Great Lakes,6525,56,89,15,19,363,470,370,450,,
C0867,Public,Bachelor's degree,,40,48,48,4770,Rocky Mountains,9323,71,78,18,24,410,520,430,590,,
C0868,Public,Bachelor's degree,,18,31,36,27465,Great Lakes,791,64,100,23,27,420,520,370,440,,
C0869,Public,Bachelor's degree,,47,56,58,29000,Southeast,38315,66,98,18,24,390,510,430,550,390,510
C0870,Public,Bachelor's degree,,44,54,56,33209,Southeast,7746,68,99,20,25,450,570,450,560,,
C0871,Public,Doctoral degree,,10,22,27,29664,Southeast,2418,75,99,17,18,420,430,430,440,420,430
C0872,Public,Doctoral degree,,79,86,86,12610,Southeast,1367,26,89,30,33,620,710,650,740,640,730
C0873,Public,Doctoral degree,,26,46,53,6516,Mid East,97,53,99,26,30,550,650,600,700,540,650
C0874,Public,Doctoral degree,,30,54,57,9738,Southeast,2839,90,83,25,30,520,640,640,740,520,640
C0875,Public,Doctoral degree,,30,49,51,10614,Far West,3207,63,89,20,26,460,570,460,580,,
C0876,Public,Master's degree,,86,92,93,6744,Plains,32411,43,96,21,27,470,580,490,600,450,560
C0877,Public,Master's degree,,22,30,34,5372,Southeast,14441,82,89,21,27,458,593,470,583,,
C0878,Public,Master's degree,,47,52,52,7230,Plains,1614,28,79,20,25,420,520,440,550,,
C0879,Public,Master's degree,,16,29,30,8750,Plains,12757,70,90,,,,,,,,
C0880,Public,Master's degree,,17,47,56,31580,Mid East,4655,85,100,22,27,500,610,510,620,500,610
C0881,Public,Master's degree,,25,36,37,7449,Mid East,4581,68,92,,,,,,,,
C0882,Public,Master's degree,,,,,43114,Southeast,4922,54,73,22,27,490,590,510,610,,
C0883,Public,Master's degree,,19,39,43,42852,Far West,1610,47,75,19,24,550,640,500,600,530,610
C0884,Public,Master's degree,,39,48,53,6276,Great Lakes,31123,59,89,23,28,520,640,520,650,,
C0885,Public,Master's degree,,24,27,32,7726,Mid East,4770,,88,21,25,410,540,440,570,415,520
C0886,Public,Master's degree,,72,89,91,25716,Southwest,1100,,99,,,,,,,,
C0887,Public,Master's degree,,76,92,96,6766,Southwest,10835,,62,21,27,390,550,470,610,420,530
C0888,Public,Master's degree,,39,58,61,15840,Mid East,3012,55,96,27,31,570,670,610,700,580,690
C0889,Public,Master's degree,,70,75,75,25450,Mid East,3233,55,100,22,26,500,600,530,630,,
C0890,Public,Master's degree,,90,94,95,9904,Southeast,8700,41,79,15,19,370,470,360,450,,
C0891,Private,Doctoral degree,,56,63,64,30800,Southeast,2399,80,96,,,,,,,,
C0892,Private,Doctoral degree,,37,53,55,8706,Far West,988,76,84,19,25,450,570,460,600,430,560
C0893,Private,Doctoral degree,,28,41,41,23760,Rocky Mountains,8943,96,97,19,24,430,510,450,540,,
C0894,Private,Master's degree,,9,19,28,8074,Plains,34752,64,95,21,26,,,460,620,430,580
C0895,Private,Bachelor's degree,,35,44,45,17530,Far West,27848,23,95,,,,,,,,
C0896,Public,Master's degree,,45,59,63,15250,Southeast,3583,68,84,28,32,590,700,610,710,580,690
C0897,Private,Doctoral degree,,35,54,56,34120,Plains,1479,40,97,21,26,,,,,,
C0898,Private,Master's degree,,50,58,60,5437,Great Lakes,2206,63,76,19,24,500,600,520,620,510,610
C0899,Private,Master's degree,,71,75,76,22430,Mid East,470,56,96,24,29,540,640,540,640,520,630
C0900,Private,Bachelor's degree,,39,52,54,13464,Great Lakes,2533,75,92,20,25,470,570,475,580,,
C0901,Private,Doctoral degree,,44,65,69,12093,Great Lakes,3255,55,88,20,26,495,613,465,550,440,580
C0902,Public,Doctoral degree,,23,35,38,15840,Great Lakes,32955,,100,18,24,440,550,460,590,,
C0903,Private,Master's degree,,30,50,54,9992,Southeast,11534,53,66,,,,,,,,
C0904,Private,Bachelor's degree,,18,19,19,27380,Southeast,2246,74,95,21,27,500,620,550,610,450,580
C0905,Private,Bachelor's degree,,61,67,67,22370,Mid East,1543,,99,19,25,,,370,580,420,540
C0906,Private,Bachelor's degree,,15,26,29,26830,Plains,9661,66,100,17,21,410,500,410,500,,
C0907,Private,Doctoral degree,,12,21,27,6086,Rocky Mountains,1007,95,91,,,,,,,,
C0908,Private,Master's degree,,22,34,35,24666,Mid East,1602,87,100,,,,,,,,
C0909,Private,Master's degree,,16,31,39,9376,Great Lakes,2029,,82,15,19,380,470,380,470,,
C0910,Private,Bachelor's degree,,72,76,76,28644,Southeast,1458,44,100,19,24,460,550,460,560,440,540
C0911,Private,Doctoral degree,,23,32,33,6456,Mid East,3205,68,89,16,22,420,510,420,520,,
C0912,Public,Doctoral degree,,67,74,76,22790,Southeast,631,40,100,21,26,420,530,430,500,380,510
C0913,Public,Master's degree,,28,45,48,16972,Southeast,9904,80,100,18,23,430,540,440,540,,
C0914,Private,Doctoral degree,,22,34,39,8985,Great Lakes,1830,72,90,18,24,410,540,420,540,400,520
C0915,Public,Doctoral degree,,41,48,53,44670,Southeast,40909,68,63,22,27,510,600,520,610,500,600
C0916,Private,Doctoral degree,,37,59,64,45890,Plains,4455,76,62,16,22,400,480,400,500,380,470
C0917,Private,Master's degree,,0,20,20,22892,Southeast,6160,72,99,19,23,450,550,475,570,,
C0918,Private,Bachelor's degree,,,,,9763,New England,8458,,68,22,27,500,600,510,610,510,610
C0919,Private,Doctoral degree,,29,37,39,5693,Great Lakes,3726,,79,,,,,,,,
C0920,Private,Bachelor's degree,,15,31,38,46598,Mid East,13757,36,44,22,26,450,550,500,580,,
C0921,Private,Bachelor's degree,,53,58,61,44605,Mid East,11267,88,69,22,27,500,600,500,578,490,590
C0922,Private,Master's degree,,50,61,63,7498,Southeast,5137,87,99,19,24,450,550,450,560,,
C0923,Private,Bachelor's degree,,28,46,51,15463,Plains,4407,53,53,16,23,360,470,360,475,360,455
C0924,Private,Master's degree,,30,51,54,42920,Rocky Mountains,1310,51,89,25,31,550,670,590,710,550,680
C0925,Private,Master's degree,,65,83,87,41392,New England,7476,39,76,19,26,430,540,420,540,,
C0926,Private,Master's degree,,45,51,52,6089,Southeast,23447,18,79,19,25,440,540,410,555,450,660
C0927,Private,Master's degree,,13,28,32,29448,Great Lakes,1738,78,98,18,22,430,480,450,530,,
C0928,Private,Bachelor's degree,,19,31,36,6059,Mid East,5236,76,77,,,,,,,,
C0929,Public,Doctoral degree,,41,58,60,25450,Southeast,8703,44,100,22,28,520,650,510,650,,
C0930,Public,Master's degree,,28,36,38,6536,Mid East,680,49,68,18,24,,,,,,
C0931,Public,Doctoral degree,,59,71,73,7174,Southwest,2304,80,91,22,28,515,655,485,630,,
C0932,Public,Doctoral degree,,39,47,50,16094,Southeast,1185,83,99,17,23,420,520,440,560,410,530
C0933,Public,Doctoral degree,,19,25,27,33150,Far West,8917,35,79,20,24,440,510,520,540,,
C0934,Public,Doctoral degree,,52,60,62,13494,Mid East,879,41,97,27,31,590,680,610,700,,
C0935,Public,Doctoral degree,,8,33,48,33120,Southwest,480,85,100,18,22,440,540,450,550,430,530
C0936,Private,Bachelor's degree,,47,63,65,46600,Mid East,17363,96,65,17,22,420,520,420,530,380,480
C0937,Public,Doctoral degree,,28,65,70,7218,Southeast,1439,,95,16,20,350,450,323,448,343,420
C0938,Private,Bachelor's degree,,,,,27368,Mid East,635,69,100,22,27,490,610,500,610,500,610
C0939,Public,Master's degree,,37,49,52,7316,Southeast,4491,70,83,31,34,670,760,700,790,670,770
C0940,Private,Master's degree,,18,34,38,6216,Southeast,9120,44,94,,,,,,,,
C0941,Private,Master's degree,,23,32,35,35380,Southwest,2372,67,97,15,18,350,440,360,440,340,430
C0942,Private,Bachelor's degree,,28,49,52,6772,Great Lakes,14852,70,93,25,28,540,620,620,680,,
C0943,Private,Bachelor's degree,,83,89,90,20060,Mid East,21593,94,100,,,,,,,,
C0944,Private,Master's degree,,66,74,76,8060,Plains,3121,66,75,,,,,,,,
C0945,Private,Master's degree,,52,61,62,8710,Plains,3049,77,82,28,32,600,700,630,720,590,690
C0946,Private,Master's degree,,39,53,54,23500,Mid East,10743,73,100,21,27,470,570,500,620,,
C0947,Private,Doctoral degree,,37,59,65,23900,Rocky Mountains,3462,66,98,28,32,600,700,660,760,610,700
C0948,Private,Master's degree,,50,55,57,32470,New England,21138,59,99,24,29,520,630,540,650,,
C0949,Private,Doctoral degree,,78,81,81,28200,Plains,4199,77,98,20,26,460,560,470,590,,
C0950,Public,Doctoral degree,,76,88,89,31120,Great Lakes,2506,55,99,,,,,,,,
C0951,Public,Doctoral degree,,47,57,58,31760,Mid East,4399,62,100,27,32,600,710,610,760,620,720
C0952,Public,Bachelor's degree,,60,73,74,8130,Southeast,443,75,88,20,24,470,550,470,550,460,540
C0953,Private,Doctoral degree,,77,82,84,24150,Plains,43710,66,100,21,24,460,550,480,590,450,550
C0954,Private,Doctoral degree,,30,39,41,37600,Far West,1107,83,84,22,26,510,630,513,610,483,610
C0955,Public,Bachelor's degree,,9,22,29,7140,Great Lakes,1837,55,100,19,24,460,563,417,513,,
C0956,Public,Master's degree,,70,80,82,2700,Plains,1204,92,59,21,26,460,590,477,622,,
C0957,Public,Doctoral degree,,18,27,27,24550,Great Lakes,2449,89,100,,,,,,,,
C0958,Public,Doctoral degree,,18,33,40,26328,Southeast,1299,81,98,19,24,420,540,440,540,,
C0959,Public,Master's degree,,51,56,57,40117,Far West,2170,50,100,22,29,520,640,540,640,,
C0960,Public,Doctoral degree,,63,70,70,27082,New England,3555,65,99,20,26,420,550,450,550,,
C0961,Private,Doctoral degree,,26,42,46,27830,Southeast,1922,,99,23,28,500,600,520,630,,
C0962,Private,Master's degree,,50,74,78,6186,Southwest,2339,60,66,,,480,580,520,620,,
C0963,Private,Master's degree,,25,32,35,37024,Southeast,767,82,99,20,25,450,550,480,570,,
C0964,Public,Doctoral degree,,85,87,87,8100,Far West,13326,70,94,20,25,460,570,450,560,,
C0965,Private,Doctoral degree,,15,43,52,29500,New England,1255,74,96,,,,,,,,
C0966,Private,Doctoral degree,,71,74,74,3232,Plains,591,68,81,20,25,,,,,,
C0967,Private,Doctoral degree,,33,38,38,28970,Great Lakes,12588,43,100,16,20,390,470,380,480,380,470
C0968,Public,Master's degree,,19,33,36,23696,Southeast,24828,81,100,,,,,,,,
C0969,Public,Doctoral degree,,69,80,82,14864,Great Lakes,25155,,72,24,29,540,640,570,670,530,640
C0970,Private,Master's degree,,24,38,42,22684,Mid East,506,64,92,21,27,500,640,470,580,,
C0971,Public,Doctoral degree,,15,28,33,10650,Southeast,14629,82,72,22,28,480,610,500,640,480,610
C0972,Private,Doctoral degree,,43,54,55,5701,Southeast,965,73,95,27,31,540,660,610,720,550,660
C0973,Private,Master's degree,,49,64,67,15630,Plains,1714,97,100,,,400,490,410,510,,
C0974,Private,Bachelor's degree,,23,40,45,38670,Mid East,15845,33,97,17,21,420,520,420,520,410,490
C0975,Private,Doctoral degree,,41,52,55,21680,Southwest,2536,48,100,,,440,530,450,550,430,540
C0976,Private,Master's degree,,63,74,75,9908,Far West,8923,97,66,18,24,480,570,470,570,470,560
C0977,Private,Master's degree,,41,53,55,17300,Southwest,2010,72,100,,,,,,,,
C0978,Private,Master's degree,,39,55,67,27684,Plains,842,72,99,19,24,450,550,460,560,430,540
C0979,Public,Bachelor's degree,,48,52,53,41686,Mid East,33329,61,77,19,25,,,,,,
C0980,Public,Doctoral degree,,54,64,65,7713,Southwest,824,85,92,21,27,483,620,500,648,480,610
C0981,Private,Bachelor's degree,,5,11,11,13142,Southeast,5033,58,63,18,22,405,495,370,480,370,470
C0982,Private,Master's degree,,28,31,31,9308,Far West,2729,79,97,20,25,450,570,460,580,455,570
C0983,Private,Master's degree,,21,40,45,11144,Great Lakes,12159,62,93,20,28,480,620,490,630,,
C0984,Private,Master's degree,,18,38,46,44790,Southeast,13407,78,49,20,26,440,560,420,550,420,530
C0985,Private,Master's degree,,35,56,60,15218,Plains,1580,61,87,,,,,,,,
C0986,Public,Doctoral degree,,18,27,27,12112,Southeast,1247,53,82,20,25,450,550,470,580,,
C0987,Private,Master's degree,,17,36,44,10227,Mid East,1366,90,94,20,24,460,563,450,550,448,550
C0988,Private,Master's degree,,13,28,31,18430,Great Lakes,5790,52,99,29,32,640,733,640,720,660,750
C0989,Private,Doctoral degree,,31,37,39,9415,Great Lakes,1325,48,84,20,24,490,590,490,570,480,570
C0990,Private,Master's degree,,59,67,68,6940,Southwest,1618,73,95,23,28,500,610,530,650,,
C0991,Private,Master's degree,,16,35,43,5436,Far West,918,73,94,23,28,475,610,480,625,460,575
C0992,Private,Master's degree,,33,46,46,25520,Great Lakes,14032,86,94,19,24,475,540,500,560,,
C0993,Private,Master's degree,,31,36,40,29000,Mid East,1212,68,99,30,34,640,740,680,780,650,750
C0994,Private,Doctoral degree,,42,63,64,14220,Mid East,1170,41,93,21,26,470,560,470,580,460,560
C0995,Public,Master's degree,,24,40,43,14120,Southeast,44942,,96,14,17,,,,,,
C0996,Public,Master's degree,,42,42,44,8206,Far West,17904,83,71,16,21,410,490,420,510,400,490
C0997,Public,Master's degree,,52,63,64,36160,Southeast,1129,70,92,25,31,550,660,620,730,580,690
C0998,Public,Master's degree,,11,20,26,7878,Rocky Mountains,13850,,76,17,23,430,530,420,530,,
C0999,Public,Doctoral degree,,9,9,9,16234,Southeast,5279,79,94,18,25,430,550,400,510,410,540
C1000,Public,Doctoral degree,,36,53,55,19920,Far West,1741,60,94,,,,,,,,
C1001,Private,Bachelor's degree,,19,38,44,14750,Southwest,1080,78,65,20,25,,,,,,
C1002,Private,Doctoral degree,,83,85,86,22272,Southeast,21981,70,97,,,,,,,,
C1003,Private,Master's degree,,46,50,54,25934,Southwest,3506,,99,22,27,490,620,500,630,490,610
C1004,Public,Master's degree,,10,34,52,8585,Rocky Mountains,1653,66,83,18,24,,,,,,
C1005,Private,Master's degree,,50,64,68,17744,Great Lakes,1355,65,100,18,24,370,435,395,455,,
C1006,Private,Master's degree,,69,81,81,18330,Southeast,701,80,100,18,24,420,505,400,525,400,520
C1007,Public,Doctoral degree,,50,56,58,38930,Plains,2448,78,100,19,23,450,530,460,550,,
C1008,Private,Doctoral degree,,27,39,40,32142,New England,878,71,96,17,22,385,490,385,505,370,485
C1009,Private,Master's degree,,12,24,31,3850,Great Lakes,12448,18,71,,,,,,,,
C1010,Private,Doctoral degree,,20,35,41,24642,Plains,6915,50,90,18,21,420,530,420,520,430,530
C1011,Private,Doctoral degree,,60,68,69,7182,Southeast,17838,71,97,28,32,610,730,610,693,608,700
C1012,Private,Master's degree,,33,59,66,16100,New England,1902,89,96,19,23,460,550,450,540,,
C1013,Private,Master's degree,,24,36,39,33990,Great Lakes,46615,51,95,,,,,,,,
C1014,Private,Master's degree,,19,39,44,6118,Great Lakes,7431,53,81,18,25,450,590,470,610,,
C1015,Private,Bachelor's degree,,3,7,15,44490,Southeast,8918,46,98,,,450,580,450,560,430,560
C1016,Public,Doctoral degree,,15,36,41,32660,Southwest,1552,,100,22,26,490,620,510,610,490,590
C1017,Private,Doctoral degree,,64,73,74,7578,New England,579,68,80,23,28,540,630,540,640,,
C1018,Public,Doctoral degree,,,,,29124,Great Lakes,243,100,98,21,28,490,630,510,680,,
C1019,Private,Bachelor's degree,,63,71,71,38754,Great Lakes,6777,42,95,17,22,410,520,410,520,410,520
C1020,Private,Master's degree,,40,58,61,25430,Great Lakes,7052,82,100,18,22,400,490,410,510,385,490
C1021,Private,Master's degree,,57,74,77,30715,Great Lakes,854,51,73,26,31,580,670,590,690,570,680
C1022,Public,Master's degree,,9,20,24,14490,Southeast,5286,,94,20,23,410,530,420,555,390,510
C1023,Public,Master's degree,,,,,8634,Plains,46733,77,88,,,,,,,,
C1024,Public,Master's degree,,16,32,41,45760,Mid East,1163,,47,,,,,,,,
C1025,Public,Doctoral degree,,26,60,67,25180,Plains,940,84,100,15,20,400,490,390,490,390,490
C1026,Public,Doctoral degree,,12,21,25,8423,Great Lakes,9719,82,94,20,24,,,,,,
C1027,Public,Master's degree,,14,35,42,8582,Far West,2240,15,84,23,29,520,630,520,640,,
C1028,Private,Master's degree,,63,63,63,28122,Southeast,5147,75,95,,,,,,,,
C1029,Public,Bachelor's degree,,13,32,32,45874,Plains,2524,13,57,23,29,520,620,510,640,500,620
C1030,Public,Doctoral degree,,20,43,49,28630,Mid East,2161,24,100,18,24,475,545,430,530,,
C1031,Private,Master's degree,,59,68,68,8976,Southeast,20053,70,75,24,30,520,630,560,690,520,630
C1032,Private,Doctoral degree,,,,,,Plains,17203,36,,,,,,,,,
C1033,Public,Doctoral degree,,18,28,30,41538,Rocky Mountains,14913,51,73,,,,,,,,
C1034,Private,Doctoral degree,,57,67,69,,Southwest,808,88,,,,,,,,,
C1035,Public,Bachelor's degree,,22,39,46,6357,Southwest,7096,61,91,,,,,,,,
C1036,Private,Master's degree,,22,37,38,10600,Southeast,6723,100,93,,,,,,,,
C1037,Public,Bachelor's degree,,89,92,93,6160,Mid East,27812,61,98,26,30,560,680,570,670,570,690
C1038,Public,Master's degree,,70,79,80,8542,Southwest,6033,19,88,21,27,490,590,490,600,,
C1039,Private,Master's degree,,59,81,83,31334,Southeast,8156,59,92,17,24,430,520,410,530,410,510
C1040,Public,Doctoral degree,,23,30,48,7546,Mid East,1600,55,99,19,25,452,620,450,560,,
C1041,Private,Doctoral degree,,33,52,57,5963,New England,6536,77,78,25,30,520,650,580,710,530,640
C1042,Private,Doctoral degree,,28,28,28,20650,Far West,3108,73,100,,,,,,,,
C1043,Public,Master's degree,,24,41,49,6559,Southeast,2286,59,93,23,28,500,630,510,610,500,610
C1044,Private,Doctoral degree,,87,92,93,24778,Southeast,13908,78,91,19,23,380,450,400,480,360,440
C1045,Private,Doctoral degree,,26,37,39,31500,Mid East,3690,54,100,14,18,,,,,,
C1046,Private,Bachelor's degree,,,,,23900,Great Lakes,15058,34,100,24,29,550,640,550,650,540,650
C1047,Private,Master's degree,,28,39,41,14400,Mid East,2466,20,,,,,,,,,
C1048,Private,Master's degree,,11,20,23,47642,Far West,1619,66,70,,,,,,,,
C1049,Public,Master's degree,,4,16,21,19850,Southeast,2160,74,99,19,23,410,540,430,550,400,510
C1050,Public,Doctoral degree,,11,12,31,38941,Southeast,1027,65,75,23,29,530,640,540,650,520,630
C1051,Public,Doctoral degree,,64,68,69,4850,New England,2440,25,67,21,26,450,540,460,530,,
C1052,Private,Doctoral degree,,33,51,54,40265,Southeast,568,,90,21,26,450,550,450,550,,
C1053,Public,Doctoral degree,,17,34,37,13350,Rocky Mountains,4464,77,99,20,26,445,575,465,580,,
C1054,Private,Doctoral degree,,24,30,30,13332,Plains,5071,78,99,22,27,490,590,520,620,470,560
C1055,Private,Master's degree,,22,45,48,18930,Plains,3029,86,93,23,26,510,590,510,600,505,600
C1056,Public,Master's degree,,7,17,20,26180,Great Lakes,12778,72,100,19,25,470,580,480,600,460,570
C1057,Private,Master's degree,,9,22,24,5889,Far West,25911,72,92,19,23,460,550,450,540,,
C1058,Private,Doctoral degree,,16,37,48,10446,Southeast,22225,56,79,,,,,,,,
C1059,Private,Doctoral degree,,34,50,53,20449,New England,1499,47,98,24,30,550,710,540,660,,
C1060,Public,Master's degree,,35,48,51,6226,Mid East,6222,94,97,16,21,410,520,430,530,400,510
C1061,Private,Master's degree,,16,39,49,5349,Southeast,12367,75,88,,,,,,,,
C1062,Private,Master's degree,,42,64,69,6971,Mid East,1177,55,90,,,,,,,,
C1063,Private,Bachelor's degree,,18,38,43,8976,New England,7602,62,85,19,25,430,530,440,570,410,520
C1064,Private,Doctoral degree,,87,92,93,29900,Southwest,497,47,99,21,26,480,570,500,600,,
C1065,Private,Doctoral degree,,20,41,46,9510,Southeast,661,89,97,21,26,380,540,440,590,380,520
C1066,Private,Doctoral degree,,52,58,60,35308,Great Lakes,6477,43,97,16,22,420,510,430,510,410,510
C1067,Public,Doctoral degree,,25,40,45,5480,Mid East,4473,33,88,20,27,360,480,410,480,,
C1068,Private,Doctoral degree,,0,0,0,28210,Southwest,4282,87,100,28,31,590,690,620,720,600,690
C1069,Private,Master's degree,,42,61,65,38952,Great Lakes,4508,,98,18,23,430,540,440,540,410,520
C1070,Private,Master's degree,,53,61,63,27146,Southeast,15010,61,100,25,30,550,670,540,690,540,650
C1071,Public,Master's degree,,15,32,37,5820,Mid East,7315,63,98,20,26,470,610,490,620,470,610
C1072,Private,Doctoral degree,,88,92,93,43900,Southeast,1306,67,79,21,26,470,570,480,590,,
C1073,Private,Doctoral degree,,37,62,68,8724,Southeast,1595,58,50,,,,,,,,
C1074,Private,Master's degree,,,,,22350,Great Lakes,2448,72,95,,,,,,,,
C1075,Private,Doctoral degree,,59,70,71,35108,Great Lakes,8796,,100,,,560,660,570,680,570,670
C1076,Private,Doctoral degree,,87,93,95,14240,Far West,3607,57,83,18,23,,,,,,
C1077,Public,Master's degree,,14,23,30,7554,Southeast,1492,93,96,,,,,,,,
C1078,Public,Master's degree,,40,48,49,28790,Great Lakes,5422,83,63,20,24,440,590,450,580,,
C1079,Private,Master's degree,,38,50,52,27100,Southeast,4923,85,100,21,27,470,580,480,590,460,570
C1080,Private,Bachelor's degree,,14,28,28,14410,Southeast,1168,56,99,19,24,440,560,450,550,430,530
C1081,Private,Doctoral degree,,72,77,77,29624,Southeast,1541,48,100,21,26,480,590,500,610,,
C1082,Private,Doctoral degree,,44,58,59,13762,Far West,4232,95,88,20,26,470,590,480,600,450,570
C1083,Public,Master's degree,,36,56,62,29370,Southeast,599,64,95,22,28,480,585,495,600,,
C1084,Private,Doctoral degree,,51,77,81,39710,Southwest,16275,83,100,22,28,500,640,505,640,490,610
C1085,Public,Master's degree,,25,35,38,10613,Southwest,11782,37,92,31,34,680,780,700,790,690,780
C1086,Private,Master's degree,,26,41,43,10800,New England,1419,83,92,19,23,440,530,460,550,430,530
C1087,Private,Bachelor's degree,,68,84,86,7412,New England,3377,17,94,19,25,450,550,460,560,440,540
C1088,Private,Doctoral degree,,46,58,59,35370,Great Lakes,8803,58,99,21,27,500,600,500,610,,
C1089,Private,Master's degree,,51,60,60,31290,Far West,3043,38,88,17,22,430,530,410,520,400,520
C1090,Private,Bachelor's degree,,,,,10391,Southwest,6318,55,83,,,,,,,,
C1091,Private,Doctoral degree,,52,57,71,33371,Southeast,2506,73,100,21,28,490,610,510,620,,
C1092,Private,Master's degree,,14,31,36,37300,Southwest,8555,92,99,18,21,410,500,430,510,390,480
C1093,Private,Bachelor's degree,,,,,32560,Southeast,10804,,99,,,,,,,,
C1094,Private,Doctoral degree,,,,,31095,Mid East,922,79,99,25,31,550,670,600,700,,
C1095,Private,Doctoral degree,,29,46,50,5554,Far West,8675,76,88,21,27,480,600,490,630,,
C1096,Public,Doctoral degree,,43,62,67,7457,Mid East,5763,23,84,18,24,440,480,550,640,,
C1097,Private,Master's degree,,51,60,61,46165,Great Lakes,915,93,81,25,30,550,640,590,670,520,620
C1098,Private,Bachelor's degree,,26,40,44,31716,Southeast,7423,32,80,24,29,520,650,540,660,520,650
C1099,Private,Master's degree,,25,44,50,30690,Far West,40795,35,98,23,26,560,660,560,660,560,660
C1100,Public,Master's degree,,29,45,48,46930,Great Lakes,8350,8,79,20,24,480,570,470,550,450,540
C1101,Private,Master's degree,,80,84,84,27350,Southeast,1188,72,100,23,29,520,670,510,650,510,630
C1102,Private,Doctoral degree,,30,55,61,13392,Mid East,16656,48,33,15,20,370,470,400,500,,
C1103,Private,Bachelor's degree,,6,16,22,34788,Southeast,1661,57,100,18,22,,,,,,
C1104,Private,Doctoral degree,,15,39,48,5916,Great Lakes,3893,62,96,17,20,350,450,383,438,,
