ID,Control,Highest degree offered,,Tuition and fees 2013-14 ($),Admission rate (%),Geographic region,Total enrollment,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Receiving financial aid (%)
C1047,Private,Master's degree,,14400,20,Mid East,2466,28,39,41,,,
C1048,Private,Master's degree,,47642,66,Far West,1619,11,20,23,,,70
C1049,Public,Master's degree,,19850,74,Southeast,2160,4,16,21,19,23,99
C1050,Public,Doctoral degree,,38941,65,Southeast,1027,11,12,31,23,29,75
C1051,Public,Doctoral degree,,4850,25,New England,2440,64,68,69,21,26,67
C1052,Private,Doctoral degree,,40265,,Southeast,568,33,51,54,21,26,90
C1053,Public,Doctoral degree,,13350,77,Rocky Mountains,4464,17,34,37,20,26,99
C1054,Private,Doctoral degree,,13332,78,Plains,5071,24,30,30,22,27,99
C1055,Private,Master's degree,,18930,86,Plains,3029,22,45,48,23,26,93
C1056,Public,Master's degree,,26180,72,Great Lakes,12778,7,17,20,19,25,100
C1057,Private,Master's degree,,5889,72,Far West,25911,9,22,24,19,23,92
C1058,Private,Doctoral degree,,10446,56,Southeast,22225,16,37,48,,,79
C1059,Private,Doctoral degree,,20449,47,New England,1499,34,50,53,24,30,98
C1060,Public,Master's degree,,6226,94,Mid East,6222,35,48,51,16,21,97
C1061,Private,Master's degree,,5349,75,Southeast,12367,16,39,49,,,88
C1062,Private,Master's degree,,6971,55,Mid East,1177,42,64,69,,,90
C1063,Private,Bachelor's degree,,8976,62,New England,7602,18,38,43,19,25,85
C1064,Private,Doctoral degree,,29900,47,Southwest,497,87,92,93,21,26,99
C1065,Private,Doctoral degree,,9510,89,Southeast,661,20,41,46,21,26,97
C1066,Private,Doctoral degree,,35308,43,Great Lakes,6477,52,58,60,16,22,97
C1067,Public,Doctoral degree,,5480,33,Mid East,4473,25,40,45,20,27,88
C1068,Private,Doctoral degree,,28210,87,Southwest,4282,0,0,0,28,31,100
C1069,Private,Master's degree,,38952,,Great Lakes,4508,42,61,65,18,23,98
C1070,Private,Master's degree,,27146,61,Southeast,15010,53,61,63,25,30,100
C1071,Public,Master's degree,,5820,63,Mid East,7315,15,32,37,20,26,98
C1072,Private,Doctoral degree,,43900,67,Southeast,1306,88,92,93,21,26,79
C1073,Private,Doctoral degree,,8724,58,Southeast,1595,37,62,68,,,50
C1074,Private,Master's degree,,22350,72,Great Lakes,2448,,,,,,95
C1075,Private,Doctoral degree,,35108,,Great Lakes,8796,59,70,71,,,100
C1076,Private,Doctoral degree,,14240,57,Far West,3607,87,93,95,18,23,83
C1077,Public,Master's degree,,7554,93,Southeast,1492,14,23,30,,,96
C1078,Public,Master's degree,,28790,83,Great Lakes,5422,40,48,49,20,24,63
C1079,Private,Master's degree,,27100,85,Southeast,4923,38,50,52,21,27,100
C1080,Private,Bachelor's degree,,14410,56,Southeast,1168,14,28,28,19,24,99
C1081,Private,Doctoral degree,,29624,48,Southeast,1541,72,77,77,21,26,100
C1082,Private,Doctoral degree,,13762,95,Far West,4232,44,58,59,20,26,88
C1083,Public,Master's degree,,29370,64,Southeast,599,36,56,62,22,28,95
C1084,Private,Doctoral degree,,39710,83,Southwest,16275,51,77,81,22,28,100
C1085,Public,Master's degree,,10613,37,Southwest,11782,25,35,38,31,34,92
C1086,Private,Master's degree,,10800,83,New England,1419,26,41,43,19,23,92
C1087,Private,Bachelor's degree,,7412,17,New England,3377,68,84,86,19,25,94
C1088,Private,Doctoral degree,,35370,58,Great Lakes,8803,46,58,59,21,27,99
C1089,Private,Master's degree,,31290,38,Far West,3043,51,60,60,17,22,88
C1090,Private,Bachelor's degree,,10391,55,Southwest,6318,,,,,,83
C1091,Private,Doctoral degree,,33371,73,Southeast,2506,52,57,71,21,28,100
C1092,Private,Master's degree,,37300,92,Southwest,8555,14,31,36,18,21,99
C1093,Private,Bachelor's degree,,32560,,Southeast,10804,,,,,,99
C1094,Private,Doctoral degree,,31095,79,Mid East,922,,,,25,31,99
C1095,Private,Doctoral degree,,5554,76,Far West,8675,29,46,50,21,27,88
C1096,Public,Doctoral degree,,7457,23,Mid East,5763,43,62,67,18,24,84
C1097,Private,Master's degree,,46165,93,Great Lakes,915,51,60,61,25,30,81
C1098,Private,Bachelor's degree,,31716,32,Southeast,7423,26,40,44,24,29,80
C1099,Private,Master's degree,,30690,35,Far West,40795,25,44,50,23,26,98
C1100,Public,Master's degree,,46930,8,Great Lakes,8350,29,45,48,20,24,79
C1101,Private,Master's degree,,27350,72,Southeast,1188,80,84,84,23,29,100
C1102,Private,Doctoral degree,,13392,48,Mid East,16656,30,55,61,15,20,33
C1103,Private,Bachelor's degree,,34788,57,Southeast,1661,6,16,22,18,22,100
C1104,Private,Doctoral degree,,5916,62,Great Lakes,3893,15,39,48,17,20,96
C1105,Private,Doctoral degree,,5938,54,Mid East,346,34,53,56,,,96
C1106,Public,Master's degree,,27930,59,Far West,6034,25,47,51,,,100
C1107,Public,Master's degree,,12097,53,Southeast,11247,25,37,41,19,24,90
C1108,Private,Bachelor's degree,,,,Rocky Mountains,7098,21,37,42,,,
C1109,Public,Master's degree,,33480,82,Southeast,38325,24,34,37,20,25,92
C1110,Private,Doctoral degree,,7400,53,Mid East,1386,59,67,68,17,20,87
C1111,Private,Doctoral degree,,28932,78,Southeast,1833,64,64,64,,,100
C1112,Private,Master's degree,,13388,79,Plains,2285,14,19,27,19,24,78
C1113,Public,Master's degree,,5415,85,Southeast,9313,22,40,43,15,19,99
C1114,Private,Doctoral degree,,8550,71,Mid East,6820,24,47,53,26,30,82
C1115,Private,Master's degree,,7083,,Mid East,2422,51,65,67,23,28,73
C1116,Private,Master's degree,,5514,67,New England,5250,21,35,41,,,93
C1117,Private,Bachelor's degree,,9960,99,Great Lakes,7376,25,58,63,,,97
C1118,Private,Doctoral degree,,36020,70,Southeast,1898,55,61,62,28,32,97
C1119,Public,Master's degree,,6972,73,Southeast,6436,45,63,66,18,22,63
C1120,Public,Master's degree,,11681,26,Plains,40621,22,42,50,19,24,90
C1121,Public,Master's degree,,19200,71,Mid East,13307,36,54,58,,,100
C1122,Public,Bachelor's degree,,,69,Plains,2314,36,47,48,17,22,
C1123,Public,Bachelor's degree,,8160,52,Far West,4057,74,86,87,21,26,100
C1124,Public,Bachelor's degree,,7222,45,Mid East,2993,36,48,51,23,28,87
C1125,Public,Bachelor's degree,,26740,88,Southeast,2661,56,68,69,22,28,100
C1126,Public,Bachelor's degree,,12584,67,Mid East,14035,31,44,46,27,31,93
C1127,Public,Bachelor's degree,,11902,70,New England,911,32,57,63,20,25,83
C1128,Public,Bachelor's degree,,7816,60,Plains,1356,35,50,53,28,32,86
C1129,Public,Doctoral degree,,18740,62,Great Lakes,2619,22,40,46,21,27,99
C1130,Public,Bachelor's degree,,35240,74,Great Lakes,1230,13,29,36,30,33,100
C1131,Public,Bachelor's degree,,23938,49,Southeast,11358,24,35,38,,,97
C1132,Public,Bachelor's degree,,38952,57,Far West,2762,8,30,36,32,34,100
C1133,Public,Bachelor's degree,,21200,68,Mid East,20743,22,52,58,18,25,100
C1134,Public,Doctoral degree,,8256,64,Mid East,3027,65,69,70,19,26,92
C1135,Public,Master's degree,,29377,38,Mid East,5195,33,47,48,15,21,98
C1136,Public,Bachelor's degree,,35050,51,Southeast,4211,22,35,37,,,95
C1137,Public,Bachelor's degree,,38780,72,Southwest,740,,,,18,23,98
C1138,Public,Bachelor's degree,,7094,84,Plains,1118,84,93,95,22,26,94
C1139,Public,Master's degree,,7430,64,New England,1705,59,62,63,,,59
C1140,Private,Master's degree,,8968,53,Southeast,3011,90,94,95,19,24,87
C1141,Private,Doctoral degree,,4790,71,Great Lakes,8129,37,49,55,17,23,87
C1142,Private,Doctoral degree,,23170,76,Mid East,14925,,,,21,26,100
C1143,Private,Master's degree,,23690,55,Far West,5561,29,42,44,,,100
C1144,Public,Bachelor's degree,,21300,54,Mid East,15065,18,28,34,21,27,98
C1145,Public,Bachelor's degree,,23812,100,Plains,490,11,27,31,,,92
C1146,Public,Bachelor's degree,,11277,,Far West,6447,7,24,32,21,26,73
C1147,Public,Doctoral degree,,25636,71,Southeast,892,22,38,43,21,25,99
C1148,Private,Master's degree,,17211,46,Great Lakes,1084,0,3,17,18,22,95
C1149,Private,Doctoral degree,,6317,98,Great Lakes,4660,34,58,63,21,26,96
C1150,Private,Master's degree,,28090,68,Far West,215,29,36,38,,,100
C1151,Private,Doctoral degree,,24930,34,Southeast,2220,57,62,62,19,26,77
C1152,Private,Doctoral degree,,10107,64,Mid East,1349,14,23,26,21,29,79
C1153,Private,Doctoral degree,,13149,64,Southeast,2381,35,52,57,23,28,77
C1154,Private,Doctoral degree,,8340,78,Mid East,2541,81,86,87,,,68
C1155,Private,Master's degree,,27042,78,Southeast,2812,87,93,94,20,26,100
C1156,Public,Master's degree,,13555,,New England,4833,37,56,60,24,30,77
C1157,Public,Doctoral degree,,33320,48,New England,1610,63,73,74,21,26,99
C1158,Private,Bachelor's degree,,40458,,Great Lakes,4021,23,45,51,15,18,74
C1159,Private,Bachelor's degree,,28852,48,Rocky Mountains,283,4,16,20,,,100
C1160,Public,Doctoral degree,,7186,89,Great Lakes,2384,34,51,55,,,82
C1161,Private,Bachelor's degree,,16024,89,Southeast,12624,51,64,74,30,32,98
C1162,Private,Bachelor's degree,,18230,,Mid East,807,41,51,53,22,29,99
C1163,Private,Master's degree,,9178,91,Southwest,229,45,62,64,15,23,96
C1164,Private,Doctoral degree,,6752,84,Southeast,5131,30,56,67,17,21,87
C1165,Private,Bachelor's degree,,8991,77,Far West,592,33,39,41,20,24,83
C1166,Private,Doctoral degree,,6998,67,Southeast,2358,65,68,69,19,26,93
C1167,Public,Master's degree,,22400,56,Plains,21267,76,78,80,17,20,100
C1168,Private,Master's degree,,28884,,Great Lakes,351,44,55,55,18,23,94
C1169,Private,Doctoral degree,,27840,66,Great Lakes,1065,44,56,58,20,25,100
C1170,Private,Doctoral degree,,23210,74,Rocky Mountains,2045,23,46,51,,,100
C1171,Private,Master's degree,,30149,70,Southwest,13937,44,56,58,18,22,68
C1172,Private,Doctoral degree,,33320,,Rocky Mountains,4140,63,76,77,22,28,100
C1173,Private,Doctoral degree,,6816,54,Southeast,1647,0,0,0,18,23,86
C1174,Private,Master's degree,,17418,67,Great Lakes,8019,22,37,42,21,27,100
C1175,Private,Doctoral degree,,30350,76,Far West,30759,,,,17,22,96
C1176,Private,Master's degree,,29589,59,Great Lakes,451,88,95,97,20,25,99
C1177,Private,Master's degree,,20450,70,Southeast,48702,29,48,53,,,94
C1178,Public,Doctoral degree,,14730,18,Great Lakes,1366,36,41,41,27,31,83
C1179,Public,Doctoral degree,,10780,,Rocky Mountains,11301,23,42,49,21,27,99
C1180,Private,Master's degree,,6578,23,Southeast,2244,38,47,49,21,27,90
C1181,Private,Doctoral degree,,6462,87,Southwest,8014,10,13,15,,,67
C1182,Private,Bachelor's degree,,27456,81,Southeast,7101,62,68,69,23,28,99
C1183,Private,Doctoral degree,,45446,30,Far West,3806,21,44,53,18,23,50
C1184,Private,Master's degree,,44718,72,Mid East,24414,32,46,50,,,59
C1185,Private,Bachelor's degree,,6248,,New England,1045,22,39,45,19,24,96
C1186,Private,Master's degree,,37162,52,Mid East,140,17,31,37,,,100
C1187,Public,Master's degree,,9470,61,Great Lakes,1233,72,77,78,22,28,97
C1188,Public,Master's degree,,39550,72,Far West,1852,4,12,20,21,26,89
C1189,Private,Master's degree,,6642,88,Far West,4353,13,27,35,18,24,84
C1190,Public,Doctoral degree,,41494,58,Far West,1704,60,81,85,21,25,100
C1191,Private,Master's degree,,5337,,Far West,715,59,68,70,17,22,92
C1192,Private,Doctoral degree,,,85,Southeast,10112,33,47,48,16,19,
C1193,Private,Master's degree,,21842,67,Plains,7422,12,27,32,,,99
C1194,Private,Master's degree,,23530,,Mid East,8128,18,31,34,,,100
C1195,Private,Doctoral degree,,27914,,Great Lakes,893,47,54,55,19,26,100
C1196,Public,Master's degree,,15901,81,Southeast,278,42,54,56,24,30,100
C1197,Private,Master's degree,,7947,79,Mid East,1118,17,37,44,18,23,92
C1198,Public,Master's degree,,25114,36,Mid East,1328,20,36,42,27,30,100
C1199,Private,Master's degree,,30740,63,Southeast,2640,49,75,79,20,22,100
C1200,Private,Bachelor's degree,,6628,,Mid East,1065,17,34,41,18,23,79
C1201,Private,Bachelor's degree,,39450,97,Mid East,20053,,,,22,28,100
C1202,Private,Doctoral degree,,6923,76,Plains,2436,89,96,96,,,91
C1203,Private,Doctoral degree,,33000,,Great Lakes,270,59,71,73,,,95
C1204,Public,Master's degree,,28250,85,Southeast,27897,22,37,41,28,32,100
C1205,Public,Bachelor's degree,,7368,66,Far West,955,5,19,32,18,24,99
C1206,Public,Doctoral degree,,45856,71,Great Lakes,1110,31,36,38,,,65
C1207,Public,Master's degree,,35756,55,Southwest,3414,4,10,15,20,26,77
C1208,Public,Doctoral degree,,8730,83,Great Lakes,10399,47,67,70,16,19,88
C1209,Public,Master's degree,,35835,60,Great Lakes,8546,37,49,50,19,25,99
C1210,Private,Bachelor's degree,,30690,84,New England,1512,9,20,24,22,28,100
C1211,Public,Master's degree,,38400,,Southeast,481,21,41,48,,,92
C1212,Private,Bachelor's degree,,7234,55,Mid East,932,17,31,39,,,62
C1213,Private,Master's degree,,25516,90,Great Lakes,1618,59,79,83,21,27,96
C1214,Public,Master's degree,,21878,60,Great Lakes,3434,40,60,63,15,23,96
C1215,Public,Doctoral degree,,17830,59,Southeast,19210,15,35,43,,,99
C1216,Private,Master's degree,,9450,53,Mid East,15227,31,48,52,25,29,75
C1217,Private,Master's degree,,12740,46,Southeast,10369,90,92,93,20,23,99
C1218,Public,Master's degree,,5856,,Southwest,2078,39,45,48,20,25,86
C1219,Private,Bachelor's degree,,6210,57,Great Lakes,1748,29,40,43,,,70
C1220,Public,Doctoral degree,,6045,88,Plains,4257,16,27,29,26,31,89
C1221,Private,Master's degree,,16950,57,Great Lakes,679,15,22,24,18,24,98
C1222,Public,Doctoral degree,,30758,61,Mid East,1892,26,53,60,21,26,98
C1223,Private,Master's degree,,37100,72,Mid East,690,14,31,38,23,28,98
C1224,Public,Master's degree,,28095,59,Plains,5368,27,41,43,20,24,94
C1225,Private,Doctoral degree,,,22,Plains,14309,41,50,53,,,
C1226,Private,Master's degree,,28504,82,Plains,15331,50,62,65,21,25,100
C1227,Private,Master's degree,,20200,42,Mid East,1501,8,16,24,,,90
C1228,Private,Doctoral degree,,28020,64,Mid East,3551,9,29,38,17,21,99
C1229,Private,Master's degree,,28926,59,Southeast,2684,43,45,50,22,29,94
C1230,Private,Master's degree,,30924,58,Plains,4969,18,36,39,,,100
C1231,Private,Doctoral degree,,,,Great Lakes,33917,72,81,82,17,21,
C1232,Public,Doctoral degree,,46625,50,Great Lakes,6080,23,41,46,17,20,88
C1233,Private,Master's degree,,,87,Far West,1154,24,49,60,,,
C1234,Private,Bachelor's degree,,30300,48,Great Lakes,1070,10,14,16,,,100
C1235,Private,Master's degree,,33650,80,Great Lakes,1681,24,34,40,19,23,100
C1236,Private,Master's degree,,35270,95,Far West,847,38,44,45,24,29,98
C1237,Private,Bachelor's degree,,25550,36,Far West,2147,50,61,63,15,22,100
C1238,Private,Bachelor's degree,,9840,84,Far West,4404,16,41,51,21,27,100
C1239,Private,Master's degree,,6241,76,Plains,4665,41,56,63,23,28,77
C1240,Private,Doctoral degree,,9798,32,Great Lakes,2297,21,49,54,23,27,63
C1241,Private,Bachelor's degree,,38200,97,Plains,874,30,40,43,17,22,99
C1242,Private,Bachelor's degree,,7563,81,Southwest,3711,36,49,52,26,30,97
C1243,Public,Doctoral degree,,9950,14,Southwest,8321,41,76,82,15,21,87
C1244,Public,Doctoral degree,,7946,54,Southeast,32165,82,86,86,23,28,95
C1245,Private,Master's degree,,14240,57,Great Lakes,1307,33,33,33,21,26,81
C1246,Private,Master's degree,,46167,93,Mid East,13868,30,43,48,21,27,77
C1247,Private,Doctoral degree,,26310,78,Southeast,2767,4,10,14,19,24,85
C1248,Private,Doctoral degree,,25000,62,Southwest,6736,57,73,75,,,99
C1249,Private,Master's degree,,31560,73,Far West,2062,27,38,42,29,33,100
C1250,Public,Doctoral degree,,32375,,New England,12772,13,33,41,,,97
C1251,Public,Doctoral degree,,6192,61,Far West,8954,66,70,71,17,23,94
C1252,Public,Master's degree,,8061,57,Mid East,1903,59,72,74,17,21,83
C1253,Public,Doctoral degree,,7536,82,Mid East,39540,39,60,67,,,97
C1254,Public,Doctoral degree,,13550,41,Plains,1159,30,51,56,20,25,93
C1255,Private,Doctoral degree,,9176,42,Southeast,2315,86,90,90,17,22,60
C1256,Private,Master's degree,,24566,83,Far West,362,47,62,64,17,21,99
C1257,Private,Doctoral degree,,31000,43,Southeast,1124,,,,17,22,100
C1258,Private,Doctoral degree,,5144,71,Mid East,1811,31,41,45,21,26,92
C1259,Private,Doctoral degree,,36465,66,Southeast,1795,33,43,45,23,28,96
C1260,Public,Doctoral degree,,7933,77,Plains,12723,87,91,91,15,20,71
C1261,Private,Master's degree,,25160,83,Southeast,1512,37,43,43,18,22,99
C1262,Private,Doctoral degree,,7429,91,Rocky Mountains,6371,18,30,34,21,26,81
C1263,Private,Master's degree,,6032,54,Great Lakes,738,24,47,55,,,91
C1264,Public,Doctoral degree,,37260,78,New England,1431,71,79,79,,,98
C1265,Private,Doctoral degree,,31496,,Southeast,5025,19,32,54,20,26,59
C1266,Private,Doctoral degree,,18750,90,Mid East,990,46,46,46,15,21,99
C1267,Private,Master's degree,,13443,32,Great Lakes,1979,79,81,82,25,30,88
C1268,Public,Master's degree,,11369,58,Plains,2900,28,35,45,,,98
C1269,Public,Doctoral degree,,38330,67,Southwest,4002,13,27,33,,,100
C1270,Private,Doctoral degree,,8790,63,Southeast,703,57,58,58,20,26,95
C1271,Private,Master's degree,,25200,62,Southwest,328,40,58,63,21,27,96
C1272,Public,Doctoral degree,,7818,58,New England,1535,43,53,55,17,23,81
C1273,Public,Master's degree,,44430,88,New England,970,65,70,70,,,66
C1274,Public,Master's degree,,12322,77,Mid East,10235,52,58,58,22,27,87
C1275,Public,Doctoral degree,,6096,68,Great Lakes,32077,34,49,52,23,28,81
C1276,Private,Master's degree,,34715,92,Southeast,4772,34,50,51,19,25,95
C1277,Private,Bachelor's degree,,41226,51,Southwest,16946,6,19,26,,,99
C1278,Private,Doctoral degree,,13410,,Southeast,1252,,,,,,82
C1279,Private,Bachelor's degree,,6292,99,Great Lakes,14670,30,38,38,,,80
C1280,Public,Doctoral degree,,21600,70,Southeast,8347,25,50,50,20,24,96
C1281,Public,Doctoral degree,,46785,42,Mid East,2463,,,,21,26,81
C1282,Private,Master's degree,,30290,92,New England,1930,52,55,56,20,24,100
C1283,Private,Master's degree,,8819,48,Great Lakes,1240,64,66,68,22,27,87
C1284,Private,Doctoral degree,,20268,96,Southeast,1615,10,23,26,19,23,100
C1285,Private,Master's degree,,22885,39,New England,14950,40,56,61,19,24,86
C1286,Public,Master's degree,,18795,49,Southeast,1077,34,49,51,20,24,100
C1287,Public,Doctoral degree,,16485,72,Far West,7545,42,46,47,19,25,87
C1288,Private,Doctoral degree,,45640,92,Rocky Mountains,8548,68,79,81,19,25,64
C1289,Public,Doctoral degree,,27364,49,Rocky Mountains,3533,90,92,92,,,100
C1290,Public,Doctoral degree,,10716,51,Plains,5391,53,61,63,,,88
C1291,Private,Bachelor's degree,,6220,79,Southeast,320,50,61,62,,,97
C1292,Public,Doctoral degree,,6129,75,Great Lakes,656,20,27,31,,,69
C1293,Private,Doctoral degree,,18670,62,Rocky Mountains,15467,76,79,80,18,23,92
C1294,Private,Master's degree,,5774,22,Mid East,5029,11,20,22,17,22,92
C1295,Private,Doctoral degree,,6700,82,Mid East,47663,58,62,62,17,24,80
C1296,Public,Doctoral degree,,36597,38,Plains,13552,5,18,27,22,27,100
C1297,Private,Master's degree,,16284,72,Plains,1662,43,52,53,25,32,92
C1298,Private,Doctoral degree,,26802,32,Southeast,27902,11,30,38,,,92
C1299,Private,Doctoral degree,,22295,60,Great Lakes,1070,,,,,,84
C1300,Private,Master's degree,,26800,57,Southeast,1858,43,55,55,,,98
C1301,Private,Bachelor's degree,,9160,67,Mid East,862,54,66,67,,,87
C1302,Public,Doctoral degree,,4291,54,Southeast,6025,84,89,91,,,87
C1303,Public,Doctoral degree,,25840,63,Plains,21303,29,44,47,,,100
C1304,Private,Master's degree,,25377,87,Far West,957,71,75,76,22,27,100
C1305,Private,Bachelor's degree,,24168,34,Southeast,700,49,60,60,,,98
C1306,Public,Master's degree,,7442,75,Great Lakes,9925,58,64,64,19,24,87
C1307,Public,Doctoral degree,,24500,77,Mid East,556,37,43,44,17,26,82
C1308,Public,Doctoral degree,,13670,88,Mid East,8243,61,69,70,,,99
C1309,Public,Doctoral degree,,7327,68,Mid East,5260,50,64,66,,,84
C1310,Public,Doctoral degree,,33565,81,Far West,4555,34,45,45,,,100
C1311,Public,Doctoral degree,,32424,83,Mid East,827,25,45,49,16,20,98
C1312,Public,Doctoral degree,,13602,79,Southeast,14386,41,62,66,21,25,84
C1313,Public,Doctoral degree,,29540,17,Southwest,3560,21,36,41,,,90
C1314,Public,Doctoral degree,,13800,75,Southeast,1323,8,22,32,,,77
C1315,Public,Doctoral degree,,13128,,Southeast,4842,26,45,50,22,27,91
C1316,Private,Doctoral degree,,15600,58,Rocky Mountains,1820,20,32,32,17,23,91
C1317,Private,Bachelor's degree,,36810,70,New England,2134,64,70,70,20,24,100
C1318,Private,Master's degree,,8080,46,Southeast,2189,55,79,83,21,26,93
C1319,Public,Master's degree,,6525,29,Southeast,26957,30,44,47,21,26,74
C1320,Public,Doctoral degree,,35920,65,Great Lakes,6983,68,76,78,,,99
C1321,Public,Doctoral degree,,5715,74,Southeast,492,23,39,44,27,31,93
C1322,Public,Doctoral degree,,46574,70,Southwest,5399,9,20,26,22,26,65
C1323,Private,Doctoral degree,,40540,64,Southeast,5084,19,39,46,24,29,100
C1324,Public,Doctoral degree,,24055,78,Mid East,7605,5,20,26,21,26,99
C1325,Private,Master's degree,,35720,33,Great Lakes,1560,18,40,43,18,24,98
C1326,Private,Master's degree,,25430,59,Mid East,1138,29,29,29,22,26,98
C1327,Public,Doctoral degree,,12998,68,New England,1023,38,58,61,,,80
C1328,Private,Bachelor's degree,,11087,54,Mid East,13459,58,61,62,17,23,99
C1329,Private,Doctoral degree,,45376,64,Southeast,2061,50,60,61,17,23,64
C1330,Private,Bachelor's degree,,7995,72,Great Lakes,6931,72,82,84,19,24,80
C1331,Public,Bachelor's degree,,28753,84,Plains,28518,30,50,60,22,25,99
C1332,Public,Master's degree,,23662,,Southeast,4058,,,,22,27,100
C1333,Private,Bachelor's degree,,17355,83,Far West,3179,35,51,51,22,26,100
C1334,Private,Bachelor's degree,,,63,Great Lakes,4924,29,40,41,23,28,
C1335,Public,Doctoral degree,,25888,,Great Lakes,553,,,,16,19,100
C1336,Public,Master's degree,,5220,54,Mid East,55697,25,47,56,23,29,98
C1337,Public,Doctoral degree,,7179,61,Southeast,1952,65,71,72,,,91
C1338,Public,Master's degree,,11911,74,Southwest,10928,14,25,31,17,24,69
C1339,Private,Master's degree,,17655,91,Great Lakes,6130,52,57,58,21,26,98
C1340,Private,Master's degree,,26180,50,Mid East,2558,25,43,47,28,32,100
C1341,Private,Master's degree,,27724,85,New England,9903,,,,,,100
C1342,Public,Master's degree,,42978,,Far West,4946,35,47,53,18,21,65
C1343,Private,Master's degree,,27695,60,Far West,20729,45,63,64,28,32,100
C1344,Private,Master's degree,,30132,,Mid East,665,56,64,66,21,27,100
C1345,Private,Master's degree,,8850,72,Mid East,16765,46,53,55,20,27,79
C1346,Public,Master's degree,,7438,93,Mid East,863,79,90,91,18,24,85
C1347,Public,Master's degree,,19700,100,Far West,5616,13,19,19,21,25,99
C1348,Private,Master's degree,,32770,42,Rocky Mountains,2390,30,50,53,25,29,98
C1349,Private,Doctoral degree,,33813,26,Southeast,4461,42,64,70,19,25,97
C1350,Private,Master's degree,,34678,40,Rocky Mountains,30030,43,53,54,27,31,94
C1351,Private,Master's degree,,29060,49,Mid East,12285,2,31,33,21,26,100
C1352,Private,Master's degree,,40294,72,Southwest,34616,27,48,52,16,21,71
C1353,Private,Master's degree,,33605,78,Mid East,2819,90,96,98,18,24,100
C1354,Private,Bachelor's degree,,12397,73,Southeast,2392,27,41,45,,,55
C1355,Private,Bachelor's degree,,32050,,Southeast,1904,34,52,56,,,99
C1356,Public,Bachelor's degree,,44848,61,Great Lakes,1621,41,49,49,20,25,55
C1357,Public,Doctoral degree,,30284,56,Mid East,9030,12,27,32,20,26,95
C1358,Private,Master's degree,,31300,,New England,22166,19,38,40,20,25,100
C1359,Private,Master's degree,,6069,90,Great Lakes,6551,10,26,34,20,26,86
C1360,Private,Bachelor's degree,,30470,73,Plains,5354,12,19,19,17,22,100
C1361,Public,Doctoral degree,,25002,66,New England,574,84,91,93,,,99
C1362,Private,Doctoral degree,,39100,69,Mid East,6555,7,16,21,18,23,100
C1363,Public,Master's degree,,25200,79,Mid East,2051,27,43,46,19,25,99
C1364,Private,Master's degree,,6100,,Southeast,1143,65,78,80,16,22,88
C1365,Private,Master's degree,,27380,43,Great Lakes,2257,4,9,11,17,22,87
C1366,Private,Bachelor's degree,,29798,,Southeast,1481,69,74,75,17,23,100
C1367,Public,Doctoral degree,,19640,82,Southeast,750,50,58,60,32,34,100
C1368,Private,Bachelor's degree,,46286,34,Plains,985,34,56,60,,,86
C1369,Private,Doctoral degree,,8322,79,Mid East,1875,41,54,58,20,24,86
C1370,Private,Master's degree,,,,Far West,79,49,64,69,,,
C1371,Public,Doctoral degree,,41120,67,Southeast,17505,22,40,40,22,27,93
C1372,Private,Doctoral degree,,13120,100,Great Lakes,2344,80,81,81,19,25,81
C1373,Public,Master's degree,,11918,48,Southeast,1481,15,22,25,20,26,87
C1374,Private,Doctoral degree,,24960,26,Great Lakes,4919,52,57,58,,,92
C1375,Private,Master's degree,,15816,,Southeast,692,28,33,33,20,25,75
C1376,Public,Master's degree,,13412,41,Southeast,6633,34,35,35,18,24,94
C1377,Private,Doctoral degree,,24400,51,Rocky Mountains,30488,18,41,52,18,23,85
C1378,Public,Doctoral degree,,29090,75,Great Lakes,1408,5,11,46,19,25,93
C1379,Public,Doctoral degree,,21790,77,Southeast,1018,5,14,15,23,27,100
C1380,Public,Doctoral degree,,10198,79,Far West,1884,55,69,71,18,22,97
C1381,Private,Bachelor's degree,,29990,47,Plains,558,69,74,74,,,100
C1382,Private,Master's degree,,15838,14,New England,3198,16,35,42,,,100
C1383,Private,Doctoral degree,,8053,64,Great Lakes,5979,23,42,46,21,27,79
C1384,Private,Bachelor's degree,,40510,66,Southeast,2956,30,42,42,29,33,99
C1385,Private,Doctoral degree,,23886,21,Far West,116,65,80,81,21,24,100
C1386,Private,Bachelor's degree,,39330,65,Far West,1842,39,45,48,22,28,89
C1387,Private,Master's degree,,34882,55,Southeast,2702,30,50,55,19,25,95
C1388,Public,Bachelor's degree,,22000,69,Mid East,35586,3,7,12,18,21,99
C1389,Private,Bachelor's degree,,4992,76,Southeast,2474,30,45,47,19,25,94
C1390,Public,Doctoral degree,,14404,,Southwest,5473,23,32,32,18,24,82
C1391,Public,Doctoral degree,,9830,80,Great Lakes,536,,,,22,26,93
C1392,Public,Doctoral degree,,20720,65,Southwest,7261,47,55,56,24,29,100
C1393,Public,Bachelor's degree,,30350,74,Far West,3308,25,48,54,14,20,100
C1394,Public,Doctoral degree,,,72,Great Lakes,3359,39,39,39,,,
C1395,Private,Doctoral degree,,22250,86,Southeast,524,53,66,69,16,24,99
C1396,Private,Bachelor's degree,,8090,88,Southeast,25341,36,51,53,29,32,100
