ID,4-year graduation rate (%),5-year graduation rate (%),6-year graduation rate (%),ACT Composite score (25th percentile),ACT Composite score (75th percentile),Admission rate (%),Admission yield (%),Admissions total,Applicants total,Control,Degree of urbanization,Endowment assets ($),Full-time enrollment,Geographic region,Graduate enrollment,Highest degree offered,Historically Black College or University?,Part-time enrollment,Receiving financial aid (%),Religious affiliation,SAT Critical Reading score (25th percentile),SAT Critical Reading score (75th percentile),SAT Math score (25th percentile),SAT Math score (75th percentile),SAT Writing score (25th percentile),SAT Writing score (75th percentile),Total enrollment,Tribal college?,Tuition and fees 2010-11 ($),Tuition and fees 2011-12 ($),Tuition and fees 2012-13 ($),Tuition and fees 2013-14 ($),Undergraduate enrollment
C1109,35,48,51,19,23,92,34,1867,2023,Public,Town: Distant,279,2477,Mid East,253,Master's degree,No,493,94,N/A,420,530,430,540,400,500,2970,No,8058,8654,8926,9192,2717
C1110,54,64,65,,,71,28,1441,2021,Private,City: Small,13657,2580,Mid East,1027,Doctoral degree,No,595,100,Roman Catholic,470,570,480,580,460,570,3175,No,27150,28175,29380,30690,2148
C1111,54,59,60,21,26,75,27,2214,2938,Private,City: Midsize,9306,2706,Mid East,331,Doctoral degree,No,305,100,Roman Catholic,470,580,470,580,460,560,3011,No,26346,27657,29037,30300,2680
C1112,71,75,76,23,29,66,35,1869,2836,Private,Suburb: Large,40027,2760,Mid East,312,Master's degree,No,324,100,Interdenominational,520,620,510,640,500,620,3084,No,27480,28356,29460,30470,2772
C1113,37,58,61,19,24,72,33,3920,5455,Public,Suburb: Large,3347,6832,Mid East,891,Master's degree,No,1447,86,N/A,460,550,460,560,440,540,8279,No,7700,8361,8600,8866,7388
C1114,64,68,69,20,26,65,32,1379,2125,Private,Suburb: Large,11268,2057,Mid East,609,Doctoral degree,No,969,100,Roman Catholic,470,560,500,580,,,3026,No,24990,25990,27230,28210,2417
C1115,70,73,74,,,80,27,1308,1636,Private,City: Small,55153,1447,Mid East,284,Master's degree,No,390,99,Moravian Church,,,,,,,1837,No,32177,33446,34484,35518,1553
C1116,18,27,29,18,22,69,36,1063,1546,Private,Town: Fringe,14856,1277,Mid East,54,Master's degree,No,558,100,Roman Catholic,400,490,410,510,385,490,1835,No,18000,18750,19520,20268,1781
C1117,81,85,86,25,31,46,24,2378,5152,Private,City: Midsize,70771,2323,Mid East,0,Bachelor's degree,No,125,91,Evangelical Lutheran Church,570,670,570,670,570,670,2448,No,38380,39915,41510,42755,2448
C1118,29,46,50,16,20,55,27,1879,3397,Private,Suburb: Large,8706,2173,Mid East,383,Doctoral degree,No,783,100,Roman Catholic,390,470,380,480,380,470,2956,No,22256,23350,24232,24948,2573
C1119,46,66,69,19,25,84,37,2890,3437,Public,Suburb: Midsize,9991,3714,Mid East,114,Master's degree,No,343,83,N/A,460,560,490,600,440,540,4057,No,13250,13636,13900,14240,3943
C1120,,,,,,,,,,Public,Suburb: Large,18735,60,Mid East,473,Master's degree,No,413,,N/A,,,,,,,473,No,,,,,0
C1121,34,51,55,16,27,74,44,352,477,Public,Rural: Fringe,10806,524,Mid East,0,Master's degree,No,156,93,N/A,430,550,430,570,410,520,680,No,12678,13048,13300,13412,680
C1122,14,28,31,15,22,69,57,159,229,Public,Suburb: Large,10666,315,Mid East,0,Bachelor's degree,No,253,99,N/A,400,480,390,510,380,480,568,No,12522,12994,13244,13318,568
C1123,30,44,50,19,23,82,38,387,472,Public,Rural: Fringe,9223,519,Mid East,7,Bachelor's degree,No,94,94,N/A,430,550,440,570,410,500,613,No,12616,12994,13238,13354,606
C1124,22,45,48,19,22,82,48,591,722,Public,Suburb: Large,10289,943,Mid East,0,Bachelor's degree,No,235,93,N/A,420,520,410,530,410,500,1178,No,12596,12966,13230,13486,1178
C1125,36,51,56,19,28,85,29,777,909,Public,Suburb: Large,8406,719,Mid East,36,Bachelor's degree,No,206,84,N/A,430,550,450,570,420,530,925,No,12720,13094,13350,13602,889
C1126,48,67,71,19,23,85,28,4856,5700,Public,City: Small,8421,3645,Mid East,0,Bachelor's degree,No,216,83,N/A,440,530,450,560,430,530,3861,No,13250,13636,13900,14240,3861
C1127,25,40,45,16,24,87,36,585,670,Public,Suburb: Large,9846,626,Mid East,0,Bachelor's degree,No,77,92,N/A,420,530,420,540,390,500,703,No,12730,13102,13350,13470,703
C1128,35,54,56,19,25,83,38,2135,2570,Public,Suburb: Large,8347,2402,Mid East,20,Bachelor's degree,No,330,81,N/A,430,530,440,570,410,520,2732,No,13250,13636,13900,14240,2712
C1129,39,56,61,22,24,80,28,2232,2792,Public,Suburb: Large,11149,3329,Mid East,864,Doctoral degree,No,1112,75,N/A,440,550,460,600,430,540,4441,No,13240,13628,13900,14240,3577
C1130,17,39,44,17,23,79,36,1011,1279,Public,Suburb: Large,7966,1253,Mid East,0,Bachelor's degree,No,239,89,N/A,420,520,440,560,410,530,1492,No,12730,13102,13356,13608,1492
C1131,33,50,54,20,22,88,47,386,439,Public,Town: Remote,11985,557,Mid East,0,Bachelor's degree,No,147,95,N/A,420,520,410,550,390,505,704,No,12596,12994,13244,13354,704
C1132,21,37,43,18,21,89,41,544,610,Public,Rural: Fringe,9244,653,Mid East,0,Bachelor's degree,No,193,94,N/A,410,520,400,550,390,500,846,No,12616,13040,13300,13412,846
C1133,30,50,53,20,24,86,43,1018,1179,Public,Suburb: Small,9377,881,Mid East,0,Bachelor's degree,No,70,94,N/A,410,520,420,540,400,500,951,No,12678,13048,13300,13550,951
C1134,65,83,85,25,29,54,30,25772,47552,Public,City: Small,32655,44639,Mid East,6530,Doctoral degree,No,1976,68,N/A,530,630,560,670,540,640,46615,No,15250,15984,16444,16992,40085
C1135,24,40,47,18,24,80,36,558,699,Public,Suburb: Large,11209,562,Mid East,0,Master's degree,No,61,92,N/A,410,520,420,560,390,500,623,No,12730,13102,13356,13464,623
C1136,33,51,56,20,23,83,48,684,827,Public,Town: Fringe,9600,737,Mid East,1,Bachelor's degree,No,286,95,N/A,410,530,420,555,390,510,1023,No,12730,13102,13356,13470,1022
C1137,26,44,48,18,24,78,28,2504,3221,Public,Suburb: Large,7075,2888,Mid East,4,Bachelor's degree,No,806,86,N/A,390,510,430,550,390,510,3694,No,12730,13102,13356,13608,3690
C1138,24,40,45,18,21,81,44,562,693,Public,Town: Distant,10441,658,Mid East,0,Bachelor's degree,No,179,93,N/A,360,485,360,490,360,470,837,No,12626,12994,13238,13550,837
C1139,27,46,50,21,25,84,27,1123,1329,Public,Suburb: Midsize,10390,822,Mid East,36,Master's degree,No,355,81,N/A,410,540,440,570,415,520,1177,No,12596,12966,13238,13602,1141
C1140,,,,,,,,,,Private,City: Large,164,358,Mid East,37,Master's degree,No,1438,87,N/A,,,,,,,1796,No,15300,15900,16500,17040,1759
C1141,88,94,96,30,34,12,63,3830,31282,Private,City: Large,357306,21344,Mid East,13105,Doctoral degree,No,3286,62,N/A,670,760,690,780,690,780,24630,No,40514,42098,43738,45890,11525
C1142,45,58,58,21,25,64,16,3458,5396,Private,City: Large,6773,2916,Mid East,712,Doctoral degree,No,607,98,N/A,480,570,480,590,470,570,3523,No,28990,30546,32064,33690,2811
C1143,24,63,68,18,26,51,50,313,610,Private,Suburb: Large,9227,826,Mid East,249,Master's degree,No,267,100,N/A,443,588,430,550,,,1093,No,20197,20888,21705,22455,844
C1144,33,51,54,19,23,85,47,802,940,Public,Town: Remote,144,1361,Mid East,0,Bachelor's degree,No,120,97,N/A,420,530,440,550,410,520,1481,No,12046,12496,12890,13078,1481
C1145,33,50,53,20,24,93,34,1175,1262,Public,Suburb: Large,2585,1564,Mid East,0,Bachelor's degree,No,113,91,N/A,460,540,470,560,440,530,1677,No,12176,12626,12890,13128,1677
C1146,32,51,55,20,24,90,54,1419,1570,Public,Suburb: Small,11349,2753,Mid East,0,Bachelor's degree,No,87,91,N/A,450,550,470,570,440,540,2840,No,12078,12528,12892,13130,2840
C1147,64,79,80,26,30,56,26,13959,24871,Public,City: Large,100631,25069,Mid East,10034,Doctoral degree,No,3580,76,N/A,570,660,600,680,560,660,28649,No,14936,16132,16590,17100,18615
C1148,42,49,50,19,25,74,23,2393,3237,Private,City: Large,8916,2801,Mid East,615,Master's degree,No,1040,99,N/A,450,560,420,540,440,550,3841,No,22500,23720,25190,26170,3226
C1149,41,54,56,21,24,81,22,4580,5689,Private,Suburb: Large,5875,3935,Mid East,985,Doctoral degree,No,1546,100,N/A,460,550,480,590,450,550,5481,No,21550,23038,24064,25114,4496
C1150,46,46,46,19,23,58,19,592,1014,Private,Suburb: Large,16442,526,Mid East,426,Master's degree,No,431,100,Roman Catholic,410,530,390,510,,,957,No,27730,29050,30450,30950,531
C1151,57,70,71,20,25,76,32,1277,1679,Private,Town: Fringe,14432,1781,Mid East,650,Doctoral degree,No,563,98,Roman Catholic,460,510,470,590,460,560,2344,No,26534,27808,28878,29992,1694
C1152,70,78,79,22,26,79,21,6165,7831,Private,City: Large,29618,5124,Mid East,3580,Doctoral degree,No,3830,97,Roman Catholic,510,590,510,610,510,600,8954,No,35230,36640,37830,39040,5374
C1153,64,70,70,20,25,69,34,1399,2035,Private,Suburb: Large,41919,1654,Mid East,217,Doctoral degree,No,159,100,Roman Catholic,450,570,460,580,455,570,1813,No,27365,28804,29846,30350,1596
C1154,75,81,82,22,27,75,13,6818,9087,Private,City: Small,25724,4826,Mid East,1691,Doctoral degree,No,807,95,Roman Catholic,510,600,520,610,,,5633,No,34536,35992,37456,38754,3942
C1155,45,60,61,19,26,65,25,1574,2414,Private,Suburb: Large,15171,1685,Mid East,399,Master's degree,No,672,100,Roman Catholic,450,570,450,580,440,570,2357,No,27548,28354,29050,30300,1958
C1156,37,53,55,18,22,83,31,4962,5949,Public,Town: Fringe,4440,6535,Mid East,998,Master's degree,No,1013,87,N/A,440,530,450,550,430,520,7548,No,8056,8856,9154,9448,6550
C1157,40,60,63,19,23,67,38,3667,5475,Public,Town: Distant,2334,7411,Mid East,752,Doctoral degree,No,936,89,N/A,450,540,470,550,440,530,8347,No,7666,8505,8748,9027,7595
C1158,71,74,75,23,27,72,25,2327,3217,Private,Town: Distant,53589,2129,Mid East,0,Bachelor's degree,No,58,98,Evangelical Lutheran Church,510,620,510,610,490,610,2187,No,34070,35860,37280,38780,2187
C1159,89,93,93,31,34,14,41,947,6615,Private,Suburb: Large,1034611,1526,Mid East,0,Bachelor's degree,No,8,59,N/A,680,760,670,770,680,770,1534,No,39600,41150,43080,44718,1534
C1160,39,61,66,22,27,64,37,12016,18813,Public,City: Large,9745,31436,Mid East,9202,Doctoral degree,No,5834,89,N/A,500,610,510,620,500,610,37270,No,12424,13596,13596,14096,28068
C1161,27,34,34,18,23,66,18,1650,2519,Private,Town: Fringe,26599,1061,Mid East,0,Bachelor's degree,No,39,92,Evangelical Lutheran Church,430,520,440,540,,,1100,No,23728,24856,26012,26802,1100
C1162,75,79,79,24,30,66,16,2618,3947,Private,Suburb: Large,77155,1582,Mid East,0,Bachelor's degree,No,14,100,N/A,520,640,540,640,530,640,1596,No,40120,41820,43270,44530,1596
C1163,31,42,44,19,25,66,50,297,451,Private,Suburb: Large,2865,694,Mid East,40,Master's degree,No,310,98,Assemblies of God Church,470,510,420,530,,,1004,No,16325,17377,18367,19394,964
C1164,86,90,90,29,31,49,23,7319,14966,Private,Suburb: Large,42422,7876,Mid East,3654,Doctoral degree,No,2820,66,Roman Catholic,590,690,620,710,600,690,10696,No,39930,41110,42740,44430,7042
C1165,73,76,77,,,40,11,2851,7176,Private,Suburb: Large,85834,1318,Mid East,0,Bachelor's degree,No,10,100,N/A,,,,,,,1328,No,34610,36420,38310,39710,1328
C1166,45,53,54,20,25,75,28,1476,1962,Private,Town: Distant,25526,1563,Mid East,592,Doctoral degree,No,627,96,Presbyterian Church (USA),450,560,440,550,,,2190,No,18410,19090,19810,20540,1598
C1167,44,65,69,,,52,33,6922,13424,Public,Suburb: Large,1756,13250,Mid East,2134,Master's degree,No,2595,79,N/A,500,590,520,600,490,590,15845,No,7680,8274,8620,8850,13711
C1168,63,76,77,20,25,73,12,2478,3378,Private,Town: Fringe,64784,1264,Mid East,53,Master's degree,No,102,100,Presbyterian Church (USA),460,580,460,570,445,560,1366,No,29320,30510,31510,32445,1313
C1169,40,54,56,,,67,23,3673,5461,Private,Suburb: Large,14327,3573,Mid East,1601,Doctoral degree,No,1452,99,N/A,450,550,470,580,,,5025,No,33270,34762,36382,38028,3424
C1170,47,56,58,,,76,26,2278,2998,Private,City: Small,9646,2670,Mid East,2277,Doctoral degree,No,1995,96,N/A,470,570,480,600,450,560,4665,No,27178,28210,29326,30350,2388
C1171,44,54,56,19,24,53,32,237,450,Private,City: Small,127590,332,Mid East,91,Master's degree,No,330,95,Presbyterian Church (USA),440,570,420,550,430,560,662,No,28220,29340,29360,29370,571
C1172,37,54,57,20,25,74,15,7302,9934,Private,Suburb: Midsize,13243,4492,Mid East,240,Doctoral degree,No,758,98,N/A,470,560,480,578,450,550,5250,No,15140,15880,16520,17010,5010
C1173,84,93,95,29,34,9,58,2654,28919,Private,City: Midsize,303300,8527,New England,2488,Doctoral degree,No,416,64,N/A,660,760,670,780,670,770,8943,No,40820,42230,43758,45612,6455
C1174,78,81,82,23,27,77,19,4603,6013,Private,Suburb: Large,44633,3276,New England,167,Master's degree,No,178,89,N/A,510,590,540,630,500,590,3454,No,33357,34624,35991,37234,3287
C1175,43,52,54,,,76,22,9399,12364,Private,City: Midsize,13776,9594,New England,968,Doctoral degree,No,775,99,N/A,,,,,,,10369,No,24429,25407,26412,27456,9401
C1176,,,,,,,,,,Private,Suburb: Large,46293,2436,New England,73,Master's degree,No,497,91,N/A,,,,,,,2933,No,18960,19935,20685,21285,2860
C1177,83,85,85,23,28,60,18,5776,9660,Private,City: Midsize,44556,3982,New England,530,Master's degree,No,683,81,Roman Catholic,520,620,530,640,530,640,4665,No,39435,40975,42206,43245,4135
C1178,15,34,43,17,22,69,34,3106,4492,Public,Suburb: Large,2236,5802,New England,1195,Doctoral degree,No,2898,86,N/A,410,520,410,520,410,520,8700,No,6986,7268,7598,7602,7505
C1179,41,56,63,22,26,79,19,15603,19824,Public,Suburb: Large,8281,13662,New England,3033,Doctoral degree,No,2725,91,N/A,480,580,490,590,480,580,16387,No,10476,11366,12450,12450,13354
C1180,50,58,63,,,81,15,7305,9021,Private,Suburb: Large,14636,4041,New England,321,Master's degree,No,691,91,N/A,,,,,,,4732,No,29718,30908,31618,31668,4411
C1181,61,64,64,23,26,67,14,3400,5070,Private,Suburb: Large,21272,1981,New England,577,Doctoral degree,No,622,92,Roman Catholic,510,590,510,600,505,600,2603,No,31450,32800,33950,34950,2026
C1182,11,20,23,,,,,,,Private,City: Midsize,459,635,Southeast,0,Bachelor's degree,Yes,16,93,African Methodist Episcopal,,,,,,,651,No,10884,11940,12140,11940,651
C1183,36,41,41,21,26,65,35,1424,2190,Private,City: Small,15079,2156,Southeast,314,Doctoral degree,No,810,100,Baptist,480,600,480,580,460,580,2966,No,19950,20910,21730,22790,2652
C1184,23,34,36,18,23,69,26,2507,3640,Private,City: Small,5013,2661,Southeast,357,Master's degree,No,608,100,Baptist,430,540,440,540,,,3269,No,19854,20840,21440,22090,2912
C1185,14,27,30,,,,,,,Private,City: Midsize,6909,2470,Southeast,0,Bachelor's degree,Yes,42,98,Baptist,,,,,,,2512,No,16370,17190,18254,18254,2512
C1186,29,42,43,15,22,94,24,654,698,Private,Suburb: Large,2753,1672,Southeast,368,Master's degree,No,29,97,Wesleyan,400,540,410,510,378,510,1701,No,19500,20550,21450,22200,1333
C1187,52,62,64,23,28,70,26,8092,11509,Public,City: Midsize,6141,10022,Southeast,1131,Master's degree,No,1597,75,N/A,530,630,540,630,,,11619,No,10314,9616,9918,10626,10488
C1188,62,67,69,21,25,80,33,2056,2557,Public,City: Midsize,58834,2668,Southeast,863,Master's degree,No,930,85,N/A,480,590,500,600,450,560,3598,No,9871,10216,10523,10838,2735
C1189,29,42,44,15,21,53,19,2290,4354,Private,Town: Distant,11053,1807,Southeast,50,Master's degree,Yes,77,98,United Methodist,380,490,380,510,,,1884,No,13168,13370,14528,15010,1834
C1190,59,79,83,26,31,58,32,10706,18500,Public,Suburb: Large,25762,18963,Southeast,4372,Doctoral degree,No,2340,91,N/A,560,660,590,680,490,610,21303,No,11908,12304,12674,13054,16931
C1191,39,43,43,18,22,53,36,678,1273,Private,Town: Distant,22100,1010,Southeast,28,Master's degree,No,162,100,N/A,430,520,440,530,,,1172,No,20548,22200,23640,24579,1144
C1192,52,63,64,19,25,63,54,189,302,Private,City: Midsize,4647,754,Southeast,570,Doctoral degree,No,400,93,N/A,480,620,460,580,460,590,1154,No,17395,18065,18745,18930,584
C1193,32,40,42,20,24,65,43,297,457,Private,City: Midsize,18743,867,Southeast,159,Master's degree,No,302,98,United Methodist,470,570,450,560,,,1169,No,24060,25050,26030,26800,1010
C1194,55,61,62,21,26,52,29,814,1565,Private,City: Small,52827,775,Southeast,587,Master's degree,No,558,98,N/A,480,590,480,570,,,1333,No,26138,27320,28276,29124,746
C1195,52,55,56,19,24,70,37,523,750,Private,Rural: Distant,60083,744,Southeast,210,Doctoral degree,No,71,100,Reformed Presbyterian Church,450,550,460,560,,,815,No,26775,28460,29790,31580,605
C1196,16,34,41,17,22,57,33,2239,3951,Public,Suburb: Small,6684,3388,Southeast,344,Master's degree,No,670,99,N/A,410,530,420,530,390,500,4058,No,8480,8802,9066,9386,3714
C1197,80,84,84,25,30,64,20,3808,5953,Private,Suburb: Large,198459,2722,Southeast,156,Master's degree,No,231,86,N/A,550,670,570,670,,,2953,No,38088,39560,41532,43164,2797
C1198,32,48,52,18,22,42,40,1412,3349,Public,Town: Distant,4753,2592,Southeast,85,Master's degree,No,285,99,N/A,413,530,420,520,410,500,2877,No,9154,9504,9792,10100,2792
C1199,19,33,36,20,23,53,35,1290,2424,Private,Town: Fringe,5102,2390,Southeast,66,Master's degree,No,917,100,N/A,450,530,480,560,,,3307,No,19200,20000,21000,22080,3241
C1200,14,23,26,,,,,,,Private,City: Small,14368,817,Southeast,0,Bachelor's degree,Yes,7,99,Baptist,,,,,,,824,No,10290,10530,10840,11087,824
C1201,27,41,45,17,22,59,45,524,887,Private,Town: Distant,20081,1007,Southeast,0,Bachelor's degree,No,32,100,Evangelical Lutheran Church,410,520,420,540,370,500,1039,No,22518,22925,23575,23800,1039
C1202,41,53,55,21,29,58,49,1032,1782,Private,Rural: Fringe,8936,2102,Southeast,209,Doctoral degree,No,364,100,Southern Baptist,450,670,470,670,440,660,2466,No,12820,13396,13936,14772,2257
C1203,60,68,68,22,28,66,27,1089,1650,Private,Town: Distant,59223,1395,Southeast,310,Doctoral degree,No,38,100,Presbyterian Church (USA),490,600,510,610,,,1433,No,30180,31280,32680,33650,1123
C1204,21,38,42,18,23,51,39,1342,2620,Public,Suburb: Large,157,2430,Southeast,124,Master's degree,No,869,97,N/A,430,540,440,540,410,520,3299,No,8424,8750,9024,9308,3175
C1205,10,22,27,18,22,73,40,1013,1387,Public,Town: Fringe,50,1376,Southeast,0,Bachelor's degree,No,348,91,N/A,410,500,420,510,,,1724,No,8020,8158,8558,8972,1724
C1206,54,70,73,24,29,61,33,14199,23429,Public,City: Midsize,13185,28022,Southeast,7784,Doctoral degree,No,3942,90,N/A,540,640,560,650,,,31964,No,9786,10168,10488,10816,24180
C1207,27,42,46,19,23,74,27,8139,10993,Public,City: Small,2881,8199,Southeast,611,Master's degree,No,1279,91,N/A,450,530,460,550,,,9478,No,9390,9760,9760,9760,8867
C1208,14,29,36,17,19,51,25,2285,4499,Public,Town: Distant,232,2945,Southeast,526,Doctoral degree,Yes,518,98,N/A,400,416,425,436,,,3463,No,8898,9258,9258,9776,2937
C1209,24,37,40,19,23,64,41,1969,3066,Public,Suburb: Midsize,1349,4236,Southeast,137,Master's degree,No,1209,97,N/A,440,530,440,540,,,5445,No,9242,9596,9892,10198,5308
C1210,20,33,33,,,51,11,1377,2726,Private,Rural: Fringe,8945,516,Southeast,0,Bachelor's degree,Yes,20,99,Protestant Episcopal,,,,,,,536,No,10780,10780,10780,10780,536
C1211,35,52,56,19,25,72,35,3096,4285,Public,City: Small,6506,4928,Southeast,1082,Master's degree,No,1202,99,N/A,460,570,460,570,,,6130,No,12176,12656,13266,13670,5048
C1212,78,82,82,24,29,69,22,1870,2718,Private,City: Small,95720,1598,Southeast,0,Bachelor's degree,No,17,92,United Methodist,540,620,540,640,520,620,1615,No,31710,33190,34555,35515,1615
C1213,48,65,66,21,27,68,47,781,1147,Private,City: Midsize,33083,1586,Plains,68,Master's degree,No,179,100,Evangelical Lutheran Church,,,,,,,1765,No,25104,26590,27780,28630,1697
C1214,11,27,31,19,23,89,72,854,957,Public,Town: Distant,2898,2526,Plains,462,Master's degree,No,1938,92,N/A,423,635,430,594,408,510,4464,No,6951,7424,7320,7617,4002
C1215,20,43,49,19,24,83,49,648,781,Public,Town: Distant,4392,1244,Plains,253,Doctoral degree,No,1885,94,N/A,400,620,440,550,,,3129,No,6455,6897,7212,7506,2876
C1216,31,38,38,19,27,70,36,467,665,Private,Town: Remote,29980,714,Plains,69,Master's degree,No,165,100,United Methodist,400,580,410,590,,,879,No,19850,20810,21750,22700,810
C1217,45,50,52,20,25,72,40,291,402,Private,Town: Remote,18673,652,Plains,157,Master's degree,No,573,99,Roman Catholic,,,,,,,1225,No,19932,20656,22130,22892,1068
C1218,24,48,53,19,25,93,38,1080,1157,Public,Town: Remote,14960,1588,Plains,449,Master's degree,No,1687,97,N/A,,,370,580,420,540,3275,No,6351,6951,7269,7563,2826
C1219,33,40,40,18,22,66,49,265,401,Private,Town: Remote,17512,536,Plains,0,Bachelor's degree,No,255,99,Roman Catholic,380,470,410,470,340,450,791,No,15135,15435,16205,17014,791
C1220,27,52,57,20,25,92,52,4458,4851,Public,Town: Remote,9087,9146,Plains,1556,Doctoral degree,No,3379,92,N/A,440,590,460,600,,,12525,No,6444,6887,7404,7713,10969
C1221,35,47,47,20,26,97,18,1342,1385,Private,City: Midsize,16655,938,Plains,308,Master's degree,No,470,100,American Baptist,400,460,410,510,430,480,1408,No,21890,22850,23740,24550,1100
C1222,30,51,54,21,26,88,42,3169,3606,Public,Town: Distant,22053,6031,Plains,2602,Doctoral degree,No,4204,93,N/A,,,460,620,430,580,10235,No,6762,7209,7704,8022,7633
C1223,44,67,67,23,27,52,58,62,119,Private,City: Large,20013,220,Southeast,69,Master's degree,No,354,100,Roman Catholic,420,520,370,440,,,574,No,18330,19050,19800,20550,505
C1224,15,30,36,19,24,86,53,2864,3332,Public,City: Midsize,2599,7150,Southeast,849,Master's degree,No,3249,99,N/A,430,540,430,560,,,10399,No,6048,6432,6648,6876,9550
C1225,56,67,68,24,29,80,31,4082,5111,Private,City: Large,13557,6102,Southeast,1409,Doctoral degree,No,813,87,Interdenominational,540,640,530,630,,,6915,No,23680,24960,26130,27380,5506
C1226,11,25,30,17,22,51,47,1362,2669,Private,Town: Distant,518,5282,Southeast,1510,Master's degree,No,1352,94,Cumberland Presbyterian,390,510,445,505,,,6634,No,12242,13552,14520,15714,5124
C1227,54,61,62,20,25,38,43,433,1151,Private,Town: Distant,4180,1249,Southeast,131,Master's degree,No,455,91,Interdenominational,450,600,470,600,460,580,1704,No,18620,19550,20150,21150,1573
C1228,37,49,50,20,26,67,18,2607,3916,Private,Suburb: Small,27524,1761,Southeast,332,Doctoral degree,No,284,100,Baptist,445,575,465,580,,,2045,No,20562,21778,22652,23696,1713
C1229,31,53,57,21,27,47,28,922,1943,Private,City: Large,18432,1135,Southeast,409,Master's degree,No,442,100,Roman Catholic,,,,,,,1577,No,24870,26110,27290,28210,1168
C1230,20,36,37,19,23,47,56,376,795,Private,Town: Fringe,7201,1099,Southeast,232,Master's degree,No,402,100,N/A,420,540,430,530,420,530,1501,No,18256,19200,20200,20200,1269
C1231,44,60,64,22,28,53,37,1827,3467,Private,City: Large,15082,3403,Southeast,1690,Doctoral degree,No,1177,100,Churches of Christ,520,650,510,650,,,4580,No,22000,23494,24754,26094,2890
C1232,17,34,41,19,25,86,46,4083,4721,Public,City: Small,7875,11577,Southeast,2871,Doctoral degree,No,3114,94,N/A,440,550,450,550,,,14691,No,5823,6271,6715,7249,11820
C1233,41,49,52,17,18,40,17,1323,3334,Private,City: Large,31203,612,Southeast,35,Master's degree,Yes,34,98,N/A,420,430,430,440,420,430,646,No,18358,19462,20002,20449,611
C1234,16,34,38,,,,,,,Private,City: Large,6459,234,Southeast,0,Bachelor's degree,No,104,100,Free Will Baptist Church,,,,,,,338,No,11646,11646,12348,12842,338
C1235,38,50,52,21,27,92,37,959,1042,Private,Town: Distant,24638,1363,Southeast,426,Master's degree,No,448,100,Churches of Christ,480,600,470,570,,,1811,No,15922,17081,20468,20468,1385
C1236,45,51,52,20,25,64,35,595,933,Private,City: Small,13326,2369,Southeast,384,Master's degree,No,206,92,Presbyterian Church (USA),450,560,470,560,,,2575,No,22908,24052,24960,24960,2191
C1237,20,27,31,13,16,49,18,2256,4589,Private,City: Small,,1534,Southeast,0,Bachelor's degree,Yes,20,99,Christian Methodist Episcopal,360,510,280,530,640,680,1554,No,8000,8220,8560,9180,1554
C1238,6,13,17,14,17,23,66,290,1242,Private,City: Large,13979,879,Southeast,0,Bachelor's degree,Yes,144,94,Multiple Protestant Denomination,,,,,,,1023,No,10298,10298,10680,10680,1023
C1239,35,49,53,21,27,92,52,1548,1689,Private,City: Small,3331,3997,Southeast,372,Master's degree,No,925,94,Church of God,490,600,460,580,,,4922,No,12220,12680,13370,13750,4550
C1240,14,42,48,19,27,70,28,682,975,Private,Town: Remote,6065,2983,Southeast,2239,Doctoral degree,No,969,87,N/A,480,500,500,540,,,3952,No,16200,17720,18740,19490,1713
C1241,40,43,43,,,,,,,Private,Town: Distant,12085,1016,Southeast,0,Bachelor's degree,No,128,97,United Methodist,,,,,,,1144,No,19518,20582,21368,22272,1144
C1242,47,56,56,21,26,73,22,1594,2196,Private,Suburb: Large,54942,1132,Southeast,0,Bachelor's degree,No,36,100,Presbyterian Church (USA),450,550,450,550,,,1168,No,29473,29924,30522,31132,1168
C1243,13,34,43,19,25,68,52,4098,5990,Public,City: Large,12196,14385,Southeast,4257,Doctoral degree,No,7095,97,N/A,450,600,460,600,450,580,21480,No,6780,7390,7904,8312,17223
C1244,16,38,46,19,24,70,48,6888,9845,Public,City: Midsize,3501,18280,Southeast,2719,Doctoral degree,No,5601,99,N/A,450,580,450,570,,,23881,No,6298,6754,7210,7546,21162
C1245,52,52,52,22,26,68,49,418,612,Private,Suburb: Midsize,19028,1086,Southeast,225,Master's degree,No,112,98,Christian Churches and Churches of Christ,480,583,460,583,450,600,1198,No,23520,25260,26760,27916,973
C1246,74,78,78,27,31,58,27,2049,3555,Private,City: Large,149425,2027,Southeast,13,Master's degree,No,13,95,Presbyterian Church (USA),590,690,580,680,,,2040,No,34580,36464,38092,39794,2027
C1247,76,78,78,26,30,60,25,1980,3285,Private,Rural: Distant,190019,1669,Southeast,81,Doctoral degree,No,32,77,Protestant Episcopal,580,670,560,650,570,670,1701,No,35862,32292,34714,35756,1620
C1248,19,32,54,20,25,38,55,885,2313,Private,Suburb: Large,9011,2544,Southeast,430,Doctoral degree,No,711,99,Seventh Day Adventists,470,600,450,580,460,590,3255,No,17712,18324,19124,19790,2825
C1249,32,41,44,19,24,71,37,564,791,Private,Town: Distant,8453,991,Southeast,16,Master's degree,No,93,95,United Methodist,430,510,450,540,,,1084,No,19100,19700,21200,21800,1068
C1250,15,32,37,21,25,78,40,5917,7628,Public,City: Midsize,9533,9676,Southeast,1377,Doctoral degree,No,1998,96,N/A,470,590,470,590,,,11674,No,6062,6718,7212,7554,10297
